population,database,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected,set_size_scored
Tcon,GO_BP,GOBP_CEREBRAL_CORTEX_REGIONALIZATION,7,2,1,0,0,1,3,0,3,0,TRUE,ADGRG1->GPR56,->,->,3
Tcon,GO_BP,GOBP_CEREBROSPINAL_FLUID_CIRCULATION,17,2,6,0,0,4,4,1,8,0,TRUE,CFAP45->CCDC19/CFAP54->C12orf55/DNAAF11->LRRC6/JHY->C11orf63/KATNIP->KIAA0556/NHERF1->SLC9A3R1,->,->,8
Tcon,GO_BP,GOBP_CGAS_STING_SIGNALING_PATHWAY,29,24,3,0,0,1,0,1,27,0,TRUE,CGAS->MB21D1/MARCHF5->MARCH5/STING1->TMEM173,->,->,27
Tcon,GO_BP,GOBP_CGMP_BIOSYNTHETIC_PROCESS,11,1,1,0,1,4,4,0,2,0,TRUE,GUCY1B1->GUCY1B3,->,GUCY2C->STAR,2
Tcon,GO_BP,GOBP_CGMP_METABOLIC_PROCESS,16,4,1,0,1,5,5,0,5,0,TRUE,GUCY1B1->GUCY1B3,->,GUCY2C->STAR,5
Tcon,GO_BP,GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC,126,55,1,0,0,34,33,3,56,0,TRUE,PRKN->PARK2,->,->,56
Tcon,GO_BP,GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_12_SIGNALING_PATHWAY,7,5,0,0,0,1,1,0,5,0,TRUE,->,->,->,5
Tcon,GO_BP,GOBP_CHEMOKINE_PRODUCTION,105,64,2,0,0,19,10,10,66,0,TRUE,ERBIN->ERBB2IP/SELENOK->SELK,->,->,66
Tcon,GO_BP,GOBP_CHEMOSENSORY_BEHAVIOR,19,7,0,0,0,8,4,0,7,0,TRUE,->,->,->,7
Tcon,GO_BP,GOBP_CHIASMA_ASSEMBLY,8,5,0,0,0,2,1,0,5,0,TRUE,->,->,->,5
Tcon,GO_BP,GOBP_CHLORIDE_TRANSPORT,127,50,1,0,0,30,44,2,51,0,TRUE,PACC1->TMEM206,->,->,51
Tcon,GO_BP,GOBP_CHOLESTEROL_EFFLUX,82,42,1,0,0,11,10,18,43,0,TRUE,NAXE->APOA1BP,->,->,43
Tcon,GO_BP,GOBP_CHONDROCYTE_DEVELOPMENT,35,20,2,0,0,9,4,0,22,0,TRUE,BPNT2->IMPAD1/RFLNB->FAM101B,->,->,22
Tcon,GO_BP,GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,10,6,0,0,0,3,1,0,6,0,TRUE,->,->,->,6
Tcon,GO_BP,GOBP_CHONDROCYTE_DIFFERENTIATION,120,63,2,0,0,29,23,3,65,0,TRUE,BPNT2->IMPAD1/RFLNB->FAM101B,->,->,65
Tcon,GO_BP,GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,15,9,0,0,0,4,2,0,9,0,TRUE,->,->,->,9
Tcon,GO_BP,GOBP_CHONDROCYTE_HYPERTROPHY,8,7,0,0,0,0,1,0,7,0,TRUE,->,->,->,7
Tcon,GO_BP,GOBP_CHONDROCYTE_PROLIFERATION,27,12,0,0,0,5,7,3,12,0,TRUE,->,->,->,12
Tcon,GO_BP,GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,28,21,1,0,0,4,2,0,22,0,TRUE,PXYLP1->ACPL2,->,->,22
Tcon,GO_BP,GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,38,28,2,0,0,5,3,0,30,0,TRUE,BPNT2->IMPAD1/PXYLP1->ACPL2,->,->,30
Tcon,GO_BP,GOBP_CHROMATIN_LOOPING,18,13,4,0,0,1,0,0,17,0,TRUE,NSMCE3->NDNL2/SLF1->ANKRD32/SLF2->FAM178A/WAPL->WAPAL,->,->,17
Tcon,GO_BP,GOBP_CHROMOSOME_ATTACHMENT_TO_THE_NUCLEAR_ENVELOPE,8,5,0,0,0,2,0,1,5,0,TRUE,->,->,->,5
Tcon,GO_BP,GOBP_CHROMOSOME_CONDENSATION,50,29,9,0,0,3,4,5,38,0,TRUE,H1-0->H1F0/H1-1->HIST1H1A/H1-10->H1FX/H1-2->HIST1H1C/H1-3->HIST1H1D/H1-4->HIST1H1E/H1-5->HIST1H1B/KMT5A->SETD8/WAPL->WAPAL,->,->,38
Tcon,GO_BP,GOBP_CHROMOSOME_LOCALIZATION,137,112,11,0,0,7,3,4,123,0,TRUE,ABRAXAS1->FAM175A/ABRAXAS2->FAM175B/H3-3A->H3F3A/H3-3B->H3F3B/H3-5->H3F3C/H3-7->HIST2H3PS2/KNL1->CASC5/MEIOC->C17orf104/SEPTIN1->SEPT1/SGO1->SGOL1/WAPL->WAPAL,->,->,123
Tcon,GO_BP,GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,68,41,3,0,0,17,6,1,44,0,TRUE,MEIOC->C17orf104/P3H4->LEPREL4/WAPL->WAPAL,->,->,44
Tcon,GO_BP,GOBP_CHROMOSOME_SEGREGATION,456,371,27,0,0,35,12,11,398,0,TRUE,ABRAXAS1->FAM175A/ABRAXAS2->FAM175B/CENATAC->CCDC84/CENPS->APITD1/CENPX->STRA13/CIAO2A->FAM96A/CIAO2B->FAM96B/CPAP->CENPJ/FIRRM->C1orf112/H3-3A->H3F3A/H3-3B->H3F3B/H3-5->H3F3C/H3-7->HIST2H3PS2/HASPIN->GSG2/KMT5A->SETD8/KNL1->CASC5/MAP3K20->MLTK/MEIOC->C17orf104/MTCL2->SOGA1/P3H4->LEPREL4/PRP4K->PRPF4B/RIPOR2->FAM65B/SEPTIN1->SEPT1/SGO1->SGOL1/SGO2->SGOL2/WAPL->WAPAL/WASHC5->KIAA0196,->,->,398
Tcon,GO_BP,GOBP_CHROMOSOME_SEPARATION,93,82,5,0,0,5,1,0,87,0,TRUE,CENATAC->CCDC84/HASPIN->GSG2/KNL1->CASC5/PRP4K->PRPF4B/WAPL->WAPAL,->,->,87
Tcon,GO_BP,GOBP_CILIUM_MOVEMENT,301,115,30,0,2,92,42,20,145,0,TRUE,BBOF1->CCDC176/CATSPERE->C1orf101/CEP131->AZI1/CFAP119->C16orf93/CFAP20->C16orf80/CFAP206->C6orf165/CFAP210->CCDC173/CFAP251->WDR66/CFAP298->C21orf59/CFAP44->WDR52/CFAP45->CCDC19/CFAP53->CCDC11/CFAP54->C12orf55/CFAP68->C11orf1/CFAP70->TTC18/DNAAF11->LRRC6/DNAAF4->DYX1C1/DNAAF5->HEATR2/DNAI3->WDR63/DNAI4->WDR78/INTS13->ASUN/JHY->C11orf63/KATNIP->KIAA0556/NHERF1->SLC9A3R1/PIERCE1->C9orf116/PIERCE2->C15orf65/RSPH14->RTDR1/SAXO4->PPP1R32/SPACA9->C9orf9/SPMIP8->TEPP,->,MAFIP->MIP/TAC4->HK1,145
Tcon,GO_BP,GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,262,103,22,0,2,80,36,19,125,0,TRUE,BBOF1->CCDC176/CATSPERE->C1orf101/CEP131->AZI1/CFAP119->C16orf93/CFAP20->C16orf80/CFAP206->C6orf165/CFAP210->CCDC173/CFAP251->WDR66/CFAP44->WDR52/CFAP45->CCDC19/CFAP53->CCDC11/CFAP54->C12orf55/CFAP68->C11orf1/DNAAF11->LRRC6/DNAI3->WDR63/INTS13->ASUN/PIERCE1->C9orf116/PIERCE2->C15orf65/RSPH14->RTDR1/SAXO4->PPP1R32/SPACA9->C9orf9/SPMIP8->TEPP,->,MAFIP->MIP/TAC4->HK1,125
Tcon,GO_BP,GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,67,51,5,0,0,6,5,0,56,0,TRUE,BMAL1->ARNTL/BMAL2->ARNTL2/CAVIN3->PRKCDBP/CIART->C1orf51/NOCT->CCRN4L,->,->,56
Tcon,GO_BP,GOBP_CIRCADIAN_RHYTHM,214,143,5,0,1,35,28,2,148,0,TRUE,BMAL1->ARNTL/BMAL2->ARNTL2/CAVIN3->PRKCDBP/CIART->C1orf51/NOCT->CCRN4L,->,NKX2-1->TTF1,148
Tcon,GO_BP,GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS,50,41,1,0,0,5,3,0,42,0,TRUE,CCDC32->C15orf57,->,->,42
Tcon,GO_BP,GOBP_COCHLEA_DEVELOPMENT,57,23,1,0,0,11,20,2,24,0,TRUE,NECTIN1->PVRL1,->,->,24
Tcon,GO_BP,GOBP_COCHLEA_MORPHOGENESIS,28,8,1,0,0,6,11,2,9,0,TRUE,NECTIN1->PVRL1,->,->,9
Tcon,GO_BP,GOBP_COGNITION,336,180,8,0,3,77,63,5,188,0,TRUE,DNAAF4->DYX1C1/DOP1B->DOPEY2/GAREM2->GAREML/GPRASP3->BHLHB9/LINS1->LINS/PRKN->PARK2/TAFA2->FAM19A2/WASHC4->KIAA1033,->,ADCY8->ADCY3/FZD9->FZD3/MUSK->FADS1,188
Tcon,GO_BP,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,56,29,1,0,0,13,8,5,30,0,TRUE,P3H4->LEPREL4,->,->,30
Tcon,GO_BP,GOBP_COLLAGEN_CATABOLIC_PROCESS,45,19,4,0,2,9,10,1,23,0,TRUE,RETREG1->FAM134B/RETREG2->FAM134A/RETREG3->FAM134C/VSIR->C10orf54,->,MMP1->CLGN/MMP12->MME,23
Tcon,GO_BP,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,79,30,4,0,0,30,14,1,34,0,TRUE,ERO1A->ERO1L/P3H1->LEPRE1/P3H4->LEPREL4/SELENON->SEPN1,->,->,34
Tcon,GO_BP,GOBP_COLLAGEN_METABOLIC_PROCESS,115,56,7,0,2,24,19,7,63,0,TRUE,P3H1->LEPRE1/P3H2->LEPREL1/P3H4->LEPREL4/RETREG1->FAM134B/RETREG2->FAM134A/RETREG3->FAM134C/VSIR->C10orf54,->,MMP1->CLGN/MMP12->MME,63
Tcon,GO_BP,GOBP_COLLATERAL_SPROUTING,31,17,1,0,0,9,4,0,18,0,TRUE,SPART->SPG20,->,->,18
Tcon,GO_BP,GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY,5,1,1,0,0,2,1,0,2,0,TRUE,SPART->SPG20,->,->,2
Tcon,GO_BP,GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT,21,10,2,0,0,6,2,1,12,0,TRUE,GPAT4->AGPAT6/TIGAR->C12orf5,->,->,12
Tcon,GO_BP,GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,90,42,2,0,1,25,18,2,44,0,TRUE,GPAT4->AGPAT6/TIGAR->C12orf5,->,DSPP->DSP,44
Tcon,GO_BP,GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_MATURATION,5,2,1,0,0,2,0,0,3,0,TRUE,GPAT4->AGPAT6,->,->,3
Tcon,GO_BP,GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE,14,9,0,0,0,3,2,0,9,0,TRUE,->,->,->,9
Tcon,GO_BP,GOBP_COMMON_BILE_DUCT_DEVELOPMENT,5,2,0,0,0,1,2,0,2,0,TRUE,->,->,->,2
Tcon,GO_BP,GOBP_COMPLEMENT_ACTIVATION,66,28,1,0,2,10,16,9,29,0,TRUE,PHB1->PHB,->,IGHA2->A2M/MBL2->MBP,29
Tcon,GO_BP,GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,39,16,0,0,2,8,6,7,16,0,TRUE,->,->,IGHA2->A2M/MBL2->MBP,16
Tcon,GO_BP,GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY,15,7,0,0,1,3,4,0,7,0,TRUE,->,->,MBL2->MBP,7
Tcon,GO_BP,GOBP_CONNECTIVE_TISSUE_DEVELOPMENT,323,171,5,0,0,70,66,11,176,0,TRUE,BPNT2->IMPAD1/PLAAT3->PLA2G16/RFLNB->FAM101B/SELENOM->SELM/SPART->SPG20,->,->,176
Tcon,GO_BP,GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION,63,42,2,0,0,10,8,1,44,0,TRUE,RESF1->KIAA1551/TASOR->FAM208A,->,->,44
Tcon,GO_BP,GOBP_COPII_COATED_VESICLE_BUDDING,43,41,1,0,0,1,0,0,42,0,TRUE,TRAPPC2B->TRAPPC2P1,->,->,42
Tcon,GO_BP,GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,41,35,1,0,0,4,1,0,36,0,TRUE,CAVIN3->PRKCDBP,->,->,36
Tcon,GO_BP,GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,57,48,1,0,0,6,2,0,49,0,TRUE,CAVIN3->PRKCDBP,->,->,49
Tcon,GO_BP,GOBP_CORTICOSTEROID_HORMONE_SECRETION,22,8,2,0,0,3,9,0,10,0,TRUE,ECRG4->C2orf40/SELENOM->SELM,->,->,10
Tcon,GO_BP,GOBP_CORTICOSTERONE_SECRETION,8,4,2,0,0,0,2,0,6,0,TRUE,ECRG4->C2orf40/SELENOM->SELM,->,->,6
Tcon,GO_BP,GOBP_CORTICOTROPIN_SECRETION,8,2,1,0,0,4,1,0,3,0,TRUE,ECRG4->C2orf40,->,->,3
Tcon,GO_BP,GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,31,23,1,0,0,2,0,5,24,0,TRUE,SRPRA->SRPR,->,->,24
Tcon,GO_BP,GOBP_CRANIAL_NERVE_DEVELOPMENT,61,26,0,0,2,16,16,1,26,0,TRUE,->,->,CNGB1->GAR1/PHOX2A->NCAM2,26
Tcon,GO_BP,GOBP_CRANIAL_NERVE_FORMATION,11,5,0,0,1,2,2,1,5,0,TRUE,->,->,PHOX2A->NCAM2,5
Tcon,GO_BP,GOBP_CRANIAL_NERVE_MORPHOGENESIS,31,14,0,0,1,9,6,1,14,0,TRUE,->,->,PHOX2A->NCAM2,14
Tcon,GO_BP,GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT,74,38,3,0,0,15,17,1,41,0,TRUE,B3GLCT->B3GALTL/CPLANE2->RSG1/RIC1->KIAA1432,->,->,41
Tcon,GO_BP,GOBP_CRISTAE_FORMATION,19,15,4,0,0,0,0,0,19,0,TRUE,MICOS10->MINOS1/MICOS13->C19orf70/TAFAZZIN->TAZ/UQCC3->C11orf83,->,->,19
Tcon,GO_BP,GOBP_CXCL12_ACTIVATED_CXCR4_SIGNALING_PATHWAY,5,3,0,0,0,1,1,0,3,0,TRUE,->,->,->,3
Tcon,GO_BP,GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,24,5,1,0,2,10,6,0,6,0,TRUE,GUCY1B1->GUCY1B3,->,ADCY8->ADCY3/GUCY2C->STAR,6
Tcon,GO_BP,GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,43,17,1,0,2,15,8,0,18,0,TRUE,GUCY1B1->GUCY1B3,->,ADCY8->ADCY3/GUCY2C->STAR,18
Tcon,GO_BP,GOBP_CYCLOOXYGENASE_PATHWAY,10,6,1,0,0,3,0,0,7,0,TRUE,PRXL2B->FAM213B,->,->,7
Tcon,GO_BP,GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,46,40,6,0,0,0,0,0,46,0,TRUE,COA8->APOPT1/STMP1->C7orf73/UQCC3->C11orf83/UQCC4->C16orf91/UQCC5->SMIM4/UQCC6->C12orf73,->,->,46
Tcon,GO_BP,GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,110,85,2,0,0,16,5,2,87,0,TRUE,CALHM6->FAM26F/RIGI->DDX58,->,->,87
Tcon,GO_BP,GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,92,51,1,0,0,14,6,20,52,0,TRUE,MACIR->C5orf30,->,->,52
Tcon,GO_BP,GOBP_CYTOKINESIS,198,151,9,0,1,19,10,8,160,0,TRUE,ENTR1->SDCCAG3/SEPTIN1->SEPT1/SEPTIN10->SEPT10/SEPTIN11->SEPT11/SEPTIN2->SEPT2/SEPTIN7->SEPT7/SEPTIN8->SEPT8/SPART->SPG20/WASHC5->KIAA0196,->,OR2A4->OR2A7,160
Tcon,GO_BP,GOBP_CYTOKINETIC_PROCESS,53,48,1,0,0,3,0,1,49,0,TRUE,SPART->SPG20,->,->,49
Tcon,GO_BP,GOBP_CYTOLYSIS,11,9,0,0,1,1,0,0,9,0,TRUE,->,->,RNASE7->RAE1,9
Tcon,GO_BP,GOBP_CYTOLYSIS_IN_ANOTHER_ORGANISM,7,6,0,0,1,0,0,0,6,0,TRUE,->,->,RNASE7->RAE1,6
Tcon,GO_BP,GOBP_CYTOPLASMIC_ACTIN_BASED_CONTRACTION_INVOLVED_IN_CELL_MOTILITY,5,2,1,0,0,2,0,0,3,0,TRUE,SHTN1->KIAA1598,->,->,3
Tcon,GO_BP,GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,70,62,2,0,0,3,3,0,64,0,TRUE,CEP126->KIAA1377/CPAP->CENPJ,->,->,64
Tcon,GO_BP,GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,199,158,14,0,1,13,8,5,172,0,TRUE,CGAS->MB21D1/CPTP->GLTPD1/ERBIN->ERBB2IP/MARCHF5->MARCH5/NOP53->GLTSCR2/OTULIN->FAM105B/PHB1->PHB/RIGI->DDX58/STING1->TMEM173/STMP1->C7orf73/TASL->CXorf21/TKFC->DAK/UFD1->UFD1L/WASHC4->KIAA1033,->,NLRP2B->POP4,172
Tcon,GO_BP,GOBP_CYTOPLASMIC_TRANSLATION,177,158,5,0,0,6,4,4,163,0,TRUE,AARS1->AARS/EIF2S3B->EIF2S3L/RACK1->GNB2L1/RPSA2->RPSAP58/SARS1->SARS,->,->,163
Tcon,GO_BP,GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION,7,6,1,0,0,0,0,0,7,0,TRUE,AARS1->AARS,->,->,7
Tcon,GO_BP,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,51,47,1,0,0,0,1,2,48,0,TRUE,EIF2S3B->EIF2S3L,->,->,48
Tcon,GO_BP,GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,131,103,8,0,0,11,3,6,111,0,TRUE,SEPTIN1->SEPT1/SEPTIN10->SEPT10/SEPTIN11->SEPT11/SEPTIN2->SEPT2/SEPTIN7->SEPT7/SEPTIN8->SEPT8/SPART->SPG20/WASHC5->KIAA0196,->,->,111
Tcon,GO_BP,GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,223,167,18,0,0,31,4,3,185,0,TRUE,BICDL1->CCDC64/BORCS5->LOH12CR1/BORCS6->C17orf59/BORCS7->C10orf32/BORCS8->MEF2BNB/CCDC186->C10orf118/CEP131->AZI1/CILK1->ICK/DYNC2I1->WDR60/DYNC2I2->WDR34/DYNLT2B->TCTEX1D2/FHIP1B->FAM160A2/FHIP2A->FAM160B1/IFT22->RABL5/IFT25->HSPB11/IFT56->TTC26/IFT70B->TTC30B/KIFBP->KIAA1279,->,->,185
Tcon,GO_BP,GOBP_CYTOSOL_TO_ENDOPLASMIC_RETICULUM_TRANSPORT,5,3,1,0,0,1,0,0,4,0,TRUE,TMEM94->KIAA0195,->,->,4
Tcon,GO_BP,GOBP_CYTOSOLIC_RIBOSOME_ASSEMBLY,10,9,1,0,0,0,0,0,10,0,TRUE,EFL1->EFTUD1,->,->,10
Tcon,GO_BP,GOBP_CYTOSOLIC_TRANSPORT,147,114,13,0,0,10,3,7,127,0,TRUE,ARMH3->C10orf76/BLTP3B->UHRF1BP1L/DOP1A->DOPEY1/DOP1B->DOPEY2/EIPR1->TSSC1/PHETA1->FAM109A/PHETA2->FAM109B/PRKN->PARK2/RAB29->RAB7L1/RBSN->ZFYVE20/RIC1->KIAA1432/SLC66A2->PQLC1/VPS50->CCDC132,->,->,127
Tcon,GO_BP,GOBP_D_GLUCOSE_IMPORT,83,49,2,0,0,13,15,4,51,0,TRUE,SELENOS->VIMP/TRARG1->TUSC5,->,->,51
Tcon,GO_BP,GOBP_DE_NOVO_AMP_BIOSYNTHETIC_PROCESS,8,6,2,0,0,0,0,0,8,0,TRUE,ADSS1->ADSSL1/ADSS2->ADSS,->,->,8
Tcon,GO_BP,GOBP_DE_NOVO_PROTEIN_FOLDING,12,11,1,0,0,0,0,0,12,0,TRUE,SELENOF->SEP15,->,->,12
Tcon,GO_BP,GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,368,161,19,0,9,49,106,24,180,0,TRUE,ADGRB1->BAI1/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/JCHAIN->IGJ/MARCHF2->MARCH2,->,CHGA->CGA/DEFA6->DEF6/DMBT1->SAG/EPX->EPO/IGHA2->A2M/MBL2->MBP/RNASE12->RAI1/RNASE7->RAE1/SLPI->MPI,180
Tcon,GO_BP,GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,112,36,3,0,4,19,49,1,39,0,TRUE,ADGRB1->BAI1/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK,->,CHGA->CGA/DEFA6->DEF6/DMBT1->SAG/RNASE7->RAE1,39
Tcon,GO_BP,GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,138,60,8,0,6,18,43,3,68,0,TRUE,H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC21->HIST2H2BE/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG,->,CHGA->CGA/DEFA6->DEF6/DMBT1->SAG/MBL2->MBP/RNASE12->RAI1/RNASE7->RAE1,68
Tcon,GO_BP,GOBP_DEFENSE_RESPONSE_TO_VIRUS,333,266,11,0,4,19,26,7,277,0,TRUE,CGAS->MB21D1/GARIN5A->FAM71E1/ILRUN->C6orf106/MARCHF2->MARCH2/NCBP3->C17orf85/PHB1->PHB/RIGI->DDX58/SELENOK->SELK/SHFL->C19orf66/STING1->TMEM173/TOMM70->TOMM70A,->,ACOD1->CAD/DMBT1->SAG/MBL2->MBP/MMP12->MME,277
Tcon,GO_BP,GOBP_DENDRITE_DEVELOPMENT,244,156,2,0,2,55,26,3,158,0,TRUE,ABITRAM->FAM206A/GPRASP3->BHLHB9,->,DSCAM->CHD2/LRP4->LRP10,158
Tcon,GO_BP,GOBP_DENDRITE_EXTENSION,35,20,1,0,0,10,3,1,21,0,TRUE,PRKN->PARK2,->,->,21
Tcon,GO_BP,GOBP_DENDRITE_MORPHOGENESIS,146,93,2,0,2,33,14,2,95,0,TRUE,ABITRAM->FAM206A/GPRASP3->BHLHB9,->,DSCAM->CHD2/LRP4->LRP10,95
Tcon,GO_BP,GOBP_DENDRITE_SELF_AVOIDANCE,16,7,0,0,1,4,4,0,7,0,TRUE,->,->,DSCAM->CHD2,7
Tcon,GO_BP,GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,16,13,0,0,1,0,2,0,13,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,13
Tcon,GO_BP,GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION,16,13,1,0,0,2,0,0,14,0,TRUE,RIGI->DDX58,->,->,14
Tcon,GO_BP,GOBP_DENDRITIC_SPINE_DEVELOPMENT,99,68,1,0,1,19,8,2,69,0,TRUE,GPRASP3->BHLHB9,->,DSCAM->CHD2,69
Tcon,GO_BP,GOBP_DENDRITIC_SPINE_MORPHOGENESIS,61,40,1,0,0,11,8,1,41,0,TRUE,GPRASP3->BHLHB9,->,->,41
Tcon,GO_BP,GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS,12,6,0,0,1,4,1,0,6,0,TRUE,->,->,CADPS2->CAPS2,6
Tcon,GO_BP,GOBP_DENTATE_GYRUS_DEVELOPMENT,27,16,0,0,0,3,8,0,16,0,TRUE,->,->,->,16
Tcon,GO_BP,GOBP_DENTINOGENESIS,8,5,0,0,1,2,0,0,5,0,TRUE,->,->,DSPP->DSP,5
Tcon,GO_BP,GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS,11,8,1,0,0,2,0,0,9,0,TRUE,DHFR2->DHFRL1,->,->,9
Tcon,GO_BP,GOBP_DEPHOSPHORYLATION,151,106,5,0,2,19,9,10,111,0,TRUE,PIP4P1->TMEM55B/PIP4P2->TMEM55A/PLPP1->PPAP2A/PLPP2->PPAP2C/PLPP5->PPAPDC1B,->,PLPPR2->PRG4/PLPPR3->PRG2,111
Tcon,GO_BP,GOBP_DESMOSOME_ORGANIZATION,15,6,1,0,0,5,3,0,7,0,TRUE,NECTIN1->PVRL1,->,->,7
Tcon,GO_BP,GOBP_DETECTION_OF_ABIOTIC_STIMULUS,158,55,2,0,3,47,43,8,57,0,TRUE,PJVK->DFNB59/WHRN->DFNB31,->,CNGB1->GAR1/CSRP3->LMO4/TAC4->HK1,57
Tcon,GO_BP,GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE,48,4,1,0,0,23,17,3,5,0,TRUE,RTP5->CXXC11,->,->,5
Tcon,GO_BP,GOBP_DETECTION_OF_LIGHT_STIMULUS,77,23,0,0,1,25,25,3,23,0,TRUE,->,->,CNGB1->GAR1,23
Tcon,GO_BP,GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,25,7,0,0,1,11,6,0,7,0,TRUE,->,->,CNGB1->GAR1,7
Tcon,GO_BP,GOBP_DETECTION_OF_MECHANICAL_STIMULUS,58,24,2,0,1,14,12,5,26,0,TRUE,PJVK->DFNB59/WHRN->DFNB31,->,CSRP3->LMO4,26
Tcon,GO_BP,GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,39,15,2,0,0,10,10,2,17,0,TRUE,PJVK->DFNB59/WHRN->DFNB31,->,->,17
Tcon,GO_BP,GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND,18,7,2,0,0,7,2,0,9,0,TRUE,PJVK->DFNB59/WHRN->DFNB31,->,->,9
Tcon,GO_BP,GOBP_DETECTION_OF_MUSCLE_STRETCH,7,4,0,0,1,1,1,0,4,0,TRUE,->,->,CSRP3->LMO4,4
Tcon,GO_BP,GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,30,12,0,0,1,8,7,2,12,0,TRUE,->,->,TAC4->HK1,12
Tcon,GO_BP,GOBP_DETECTION_OF_TEMPERATURE_STIMULUS,28,9,0,0,1,9,9,0,9,0,TRUE,->,->,TAC4->HK1,9
