population,database,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected,set_size_scored
Treg,Reactome,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,64,58,3,0,1,1,0,1,61,0,TRUE,CGAS->MB21D1/MRE11->MRE11A/STING1->TMEM173,->,NLRP4->PAN2,61
Treg,Reactome,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,18,9,1,0,0,4,4,0,10,0,TRUE,BPNT2->IMPAD1,->,->,10
Treg,Reactome,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,24,6,15,0,0,0,0,3,21,0,TRUE,AARS1->AARS/CARS1->CARS/DARS1->DARS/HARS1->HARS/IARS1->IARS/KARS1->KARS/LARS1->LARS/MARS1->MARS/NARS1->NARS/QARS1->QARS/RARS1->RARS/SARS1->SARS/TARS1->TARS/WARS1->WARS/YARS1->YARS,->,->,21
Treg,Reactome,REACTOME_DAG_AND_IP3_SIGNALING,41,27,1,0,1,11,1,0,28,0,TRUE,GRK2->ADRBK1,->,ADCY8->ADCY3,28
Treg,Reactome,REACTOME_DAG1_GLYCOSYLATIONS,18,11,2,0,0,5,0,0,13,0,TRUE,B4GAT1->B3GNT1/RXYLT1->TMEM5,->,->,13
Treg,Reactome,REACTOME_DAP12_INTERACTIONS,44,32,0,0,1,7,0,4,32,0,TRUE,->,->,KIR2DS2->KIR2DL1,32
Treg,Reactome,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,82,64,3,0,0,2,13,0,67,0,TRUE,RIGI->DDX58/TKFC->DAK/TOMM70->TOMM70A,->,->,67
Treg,Reactome,REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,44,34,0,0,0,5,5,0,34,0,TRUE,->,->,->,34
Treg,Reactome,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,56,50,6,0,0,0,0,0,56,0,TRUE,CNOT9->RQCD1/SKIC2->SKIV2L/SKIC3->TTC37/SKIC8->WDR61/TUT4->ZCCHC11/TUT7->ZCCHC6,->,->,56
Treg,Reactome,REACTOME_DEADENYLATION_OF_MRNA,25,22,3,0,0,0,0,0,25,0,TRUE,CNOT9->RQCD1/TUT4->ZCCHC11/TUT7->ZCCHC6,->,->,25
Treg,Reactome,REACTOME_DEATH_RECEPTOR_SIGNALING,154,138,3,0,1,10,2,0,141,0,TRUE,BEX3->NGFRAP1/OTULIN->FAM105B/RACK1->GNB2L1,->,SPPL2B->IMP4,141
Treg,Reactome,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,49,46,0,0,0,1,0,2,46,0,TRUE,->,->,->,46
Treg,Reactome,REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5,8,3,0,0,2,1,2,0,3,0,TRUE,->,->,SFTPA1->PSAP/SFTPA2->PSAP,3
Treg,Reactome,REACTOME_DEFECTIVE_PYROPTOSIS,72,11,48,0,0,6,0,7,59,0,TRUE,GSDME->DFNA5/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,59
Treg,Reactome,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,14,11,1,0,0,1,0,1,12,0,TRUE,MMUT->MUT,->,->,12
Treg,Reactome,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,22,19,1,0,0,1,0,1,20,0,TRUE,MMUT->MUT,->,->,20
Treg,Reactome,REACTOME_DEFENSINS,53,6,0,0,1,3,39,4,6,0,TRUE,->,->,DEFA6->DEF6,6
Treg,Reactome,REACTOME_DEGRADATION_OF_AXIN,42,40,0,0,0,1,0,1,40,0,TRUE,->,->,->,40
Treg,Reactome,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,72,66,1,0,0,4,0,1,67,0,TRUE,TLE5->AES,->,->,67
Treg,Reactome,REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,48,46,0,0,0,1,0,1,46,0,TRUE,->,->,->,46
Treg,Reactome,REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,15,11,2,0,0,1,1,0,13,0,TRUE,GADL1->ADC/SQOR->SQRDL,->,->,13
Treg,Reactome,REACTOME_DEGRADATION_OF_DVL,44,40,0,0,0,3,0,1,40,0,TRUE,->,->,->,40
Treg,Reactome,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,47,43,0,0,0,2,1,1,43,0,TRUE,->,->,->,43
Treg,Reactome,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,140,51,0,0,2,56,29,2,51,0,TRUE,->,->,MMP1->CLGN/MMP12->MME,51
Treg,Reactome,REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,32,21,3,0,1,5,1,1,24,0,TRUE,CGAS->MB21D1/SKIC8->WDR61/STING1->TMEM173,->,MBL2->MBP,24
Treg,Reactome,REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,82,78,1,0,0,2,1,0,79,0,TRUE,UFD1->UFD1L,->,->,79
Treg,Reactome,REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,292,201,56,0,1,20,6,8,257,0,TRUE,CGAS->MB21D1/H2AC11->HIST1H2AG/H2AC12->HIST1H2AH/H2AC13->HIST1H2AI/H2AC14->HIST1H2AJ/H2AC15->HIST1H2AK/H2AC16->HIST1H2AL/H2AC17->HIST1H2AM/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC21->HIST2H2AB/H2AC25->HIST3H2A/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/RETREG1->FAM134B/SF3B6->SF3B14/SKIC8->WDR61/STING1->TMEM173,->,MBL2->MBP,257
Treg,Reactome,REACTOME_DENGUE_VIRUS_INFECTION,402,301,57,0,1,28,7,8,358,0,TRUE,CGAS->MB21D1/H2AC11->HIST1H2AG/H2AC12->HIST1H2AH/H2AC13->HIST1H2AI/H2AC14->HIST1H2AJ/H2AC15->HIST1H2AK/H2AC16->HIST1H2AL/H2AC17->HIST1H2AM/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC21->HIST2H2AB/H2AC25->HIST3H2A/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/RETREG1->FAM134B/SF3B6->SF3B14/SKIC8->WDR61/STING1->TMEM173/UFD1->UFD1L,->,MBL2->MBP,358
Treg,Reactome,REACTOME_DENGUE_VIRUS_MODULATES_APOPTOSIS,16,15,1,0,0,0,0,0,16,0,TRUE,RETREG1->FAM134B,->,->,16
Treg,Reactome,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,72,25,38,0,0,4,0,5,63,0,TRUE,CENPS->APITD1/CENPX->STRA13/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KNL1->CASC5,->,->,63
Treg,Reactome,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,37,27,1,0,0,4,5,0,28,0,TRUE,ERO1A->ERO1L,->,->,28
Treg,Reactome,REACTOME_DEUBIQUITINATION,285,209,37,0,0,6,24,9,246,0,TRUE,ABRAXAS1->FAM175A/ABRAXAS2->FAM175B/BABAM2->BRE/H2AC11->HIST1H2AG/H2AC12->HIST1H2AH/H2AC13->HIST1H2AI/H2AC14->HIST1H2AJ/H2AC15->HIST1H2AK/H2AC16->HIST1H2AL/H2AC17->HIST1H2AM/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC21->HIST2H2AB/H2AC25->HIST3H2A/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/PRKN->PARK2/RIGI->DDX58/TOMM70->TOMM70A/UFD1->UFD1L,->,->,246
Treg,Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES,153,46,1,0,2,48,54,2,47,0,TRUE,DLX5->SHFM1,->,LAMA4->LAMA3/SLPI->MPI,47
Treg,Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,84,18,0,0,1,35,29,1,18,0,TRUE,->,->,LAMA4->LAMA3,18
Treg,Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,73,28,1,0,1,15,27,1,29,0,TRUE,DLX5->SHFM1,->,SLPI->MPI,29
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_ALVEOLAR_CELLS,18,6,0,0,1,3,7,1,6,0,TRUE,->,->,SLPI->MPI,6
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,24,11,0,0,1,4,7,1,11,0,TRUE,->,->,SLPI->MPI,11
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_STEM_CELLS,15,7,1,0,0,2,5,0,8,0,TRUE,DLX5->SHFM1,->,->,8
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS,18,2,0,0,0,5,11,0,2,0,TRUE,->,->,->,2
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS,32,4,0,0,0,8,19,1,4,0,TRUE,->,->,->,4
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,48,12,0,0,1,24,11,0,12,0,TRUE,->,->,LAMA4->LAMA3,12
Treg,Reactome,REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,40,16,1,0,1,8,13,1,17,0,TRUE,DLX5->SHFM1,->,SLPI->MPI,17
Treg,Reactome,REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,40,15,0,0,0,8,17,0,15,0,TRUE,->,->,->,15
Treg,Reactome,REACTOME_DIGESTION,23,1,0,0,1,6,14,1,1,0,TRUE,->,->,GUCY2C->STAR,1
Treg,Reactome,REACTOME_DIGESTION_AND_ABSORPTION,28,1,0,0,1,8,17,1,1,0,TRUE,->,->,GUCY2C->STAR,1
Treg,Reactome,REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,68,23,2,0,0,21,20,2,25,0,TRUE,B3GLCT->B3GALTL/B4GAT1->B3GNT1,->,->,25
Treg,Reactome,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,10,4,0,0,2,1,3,0,4,0,TRUE,->,->,SFTPA1->PSAP/SFTPA2->PSAP,4
Treg,Reactome,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,34,26,0,0,0,5,3,0,26,0,TRUE,->,->,->,26
Treg,Reactome,REACTOME_DISEASES_OF_DNA_REPAIR,51,48,1,0,0,1,0,1,49,0,TRUE,MRE11->MRE11A,->,->,49
Treg,Reactome,REACTOME_DISEASES_OF_GLYCOSYLATION,144,76,2,0,0,38,26,2,78,0,TRUE,B3GLCT->B3GALTL/B4GAT1->B3GNT1,->,->,78
Treg,Reactome,REACTOME_DISEASES_OF_METABOLISM,270,163,4,0,2,54,44,3,167,0,TRUE,B3GLCT->B3GALTL/B4GAT1->B3GNT1/FDX2->FDX1L/MMUT->MUT,->,SFTPA1->PSAP/SFTPA2->PSAP,167
Treg,Reactome,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,104,42,48,0,0,7,0,7,90,0,TRUE,GSDME->DFNA5/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,90
Treg,Reactome,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,454,353,5,0,0,63,30,3,358,0,TRUE,CARS1->CARS/CEP43->FGFR1OP/ERBIN->ERBB2IP/PHB1->PHB/WDCP->C2orf44,->,->,358
Treg,Reactome,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,163,112,3,0,2,21,24,1,115,0,TRUE,NUP42->NUPL2/NUP58->NUPL1/SLC67A1->SLC22A18,->,SLC6A5->NET1/SLCO1B1->LST1,115
Treg,Reactome,REACTOME_DNA_DAMAGE_BYPASS,48,45,2,0,0,1,0,0,47,0,TRUE,PCLAF->KIAA0101/UFD1->UFD1L,->,->,47
Treg,Reactome,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,79,26,42,0,0,4,1,6,68,0,TRUE,H1-0->H1F0/H1-1->HIST1H1A/H1-2->HIST1H1C/H1-3->HIST1H1D/H1-4->HIST1H1E/H1-5->HIST1H1B/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MRE11->MRE11A,->,->,68
Treg,Reactome,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,170,126,32,0,0,4,2,6,158,0,TRUE,ABRAXAS1->FAM175A/BABAM2->BRE/FIRRM->C1orf112/H2AX->H2AFX/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MRE11->MRE11A/NSD2->WHSC1,->,->,158
Treg,Reactome,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,78,37,31,0,0,3,2,5,68,0,TRUE,ABRAXAS1->FAM175A/BABAM2->BRE/H2AX->H2AFX/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MRE11->MRE11A/NSD2->WHSC1,->,->,68
Treg,Reactome,REACTOME_DNA_METHYLATION,64,2,47,0,0,6,1,8,49,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,49
Treg,Reactome,REACTOME_DNA_REPAIR,332,268,48,0,0,7,2,7,316,0,TRUE,ABRAXAS1->FAM175A/ADPRS->ADPRHL2/BABAM2->BRE/CENPS->APITD1/CENPX->STRA13/FAAP100->C17orf70/FAAP20->C1orf86/FAAP24->C19orf40/FIRRM->C1orf112/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MRE11->MRE11A/NSD2->WHSC1/PCLAF->KIAA0101/UFD1->UFD1L,->,->,316
Treg,Reactome,REACTOME_DNA_REPLICATION,184,121,48,0,0,7,0,8,169,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/TWNK->C10orf2,->,->,169
Treg,Reactome,REACTOME_DNA_REPLICATION_PRE_INITIATION,149,87,47,0,0,7,0,8,134,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,134
