"population","database","pathway_id","direction","nes","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","n_sig_pooled_in_database","n_sig_per_database_only"
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","up",1.92407077,0.00962485402,0.00920934662,25,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_HORMONE_TRANSPORT","up",1.60570102,0.00962485402,0.00920934662,175,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS","up",1.93153278,0.00973874917,0.0093269257,19,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION","up",1.7203527,0.00979188659,0.00937804505,100,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_MEMBRANE_POTENTIAL","up",1.55942611,0.00992744989,0.00949962087,205,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_WOUND_HEALING","up",1.75962619,0.00997871979,0.00954042489,76,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","up",1.8470168,0.0100099592,0.00957906842,43,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MITOTIC_CYTOKINESIS","up",1.72802314,0.0101325825,0.00969666197,93,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_RESPONSE_TO_TUMOR_CELL","up",1.84398768,0.0101344046,0.00971631328,43,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ASTROCYTE_DIFFERENTIATION","up",1.82719898,0.0101344046,0.00971631328,54,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MEMBRANE_DOCKING","up",1.78157937,0.0101344046,0.00971631328,69,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","down",-1.93539072,0.0102017731,0.00978111924,23,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_INORGANIC_ANION_TRANSPORT","up",1.77227653,0.0102283092,0.00979813748,74,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE","up",1.67843002,0.0103478623,0.00986085982,116,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","up",1.81099142,0.010415169,0.00993399934,56,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","up",1.8284066,0.0106752812,0.0101735334,49,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","up",1.70906667,0.0107444357,0.0102579256,102,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE","up",1.61475962,0.0107444357,0.0102579256,165,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS","up",1.84864785,0.0107557992,0.0102780042,39,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CLEARANCE_OF_FOREIGN_INTRACELLULAR_NUCLEIC_ACIDS","up",1.82743945,0.0109053652,0.0104121755,6,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION","up",1.91210159,0.0109881283,0.0105005915,12,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION","up",1.82550933,0.011060937,0.0105628022,6,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_TRNA_PROCESSING","down",-1.60306582,0.011060937,0.0105628022,127,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","up",1.90705077,0.0111416622,0.0106298584,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_RRNA_METHYLATION","down",-1.94598199,0.0112547512,0.0107583637,21,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_BLOOD_VESSEL_REMODELING","up",1.8975791,0.0112547512,0.0107583637,27,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION","up",1.87151978,0.0112547512,0.0107583637,35,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELLULAR_RESPONSE_TO_STARVATION","up",1.62061549,0.0112953335,0.0108054675,152,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM","up",1.81629232,0.0113338586,0.010842596,49,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_B_CELL_CHEMOTAXIS","up",1.849572,0.0114361294,0.0109423334,7,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","up",1.5172141,0.0114361294,0.0109503198,252,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT","up",1.91429852,0.011692261,0.0111680919,19,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION","up",1.88972476,0.011692261,0.0111680919,27,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION","up",1.89801069,0.011692261,0.0111688238,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","up",1.86539418,0.0118419392,0.0112929219,33,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NECROPTOTIC_SIGNALING_PATHWAY","up",1.87342856,0.0118419392,0.0113019715,8,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS","up",1.91642514,0.011964735,0.011410238,18,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT","up",1.9139022,0.011964735,0.011410238,18,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_STRESS_FIBER_ASSEMBLY","up",1.7139085,0.0120342241,0.011478254,85,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","up",1.78559946,0.0120342241,0.0114872731,58,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY","up",1.61877251,0.0120342241,0.0114872731,149,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ADAPTATION","up",1.88379377,0.0120586719,0.0115204153,9,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS","up",1.76528152,0.0120639048,0.0115353455,63,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_AMYLOID_BETA_METABOLIC_PROCESS","up",1.80826389,0.0120738113,0.0115467553,50,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MECHANORECEPTOR_DIFFERENTIATION","up",1.84550562,0.0120738113,0.0115550173,38,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION","up",1.55969221,0.0120780557,0.011568972,194,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION","up",1.90214219,0.0121030171,0.0115931411,20,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_EXOCYTIC_PROCESS","up",1.76238376,0.0121058902,0.0116057755,66,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY","up",1.88189877,0.0121062026,0.0116159412,9,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS","up",1.90653828,0.0121306452,0.0116740157,22,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","up",1.90433991,0.0121306452,0.0116740157,23,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION","up",1.77413755,0.0121306452,0.0116740157,59,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS","up",1.89976597,0.0121306452,0.0116787751,15,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","up",1.76209482,0.012163663,0.0117153594,64,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELLULAR_RESPONSE_TO_RADIATION","up",1.62101458,0.0121688532,0.0117255401,137,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_B_CELL_PROLIFERATION","up",1.71070899,0.0121838255,0.011749782,86,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING","up",1.80488547,0.0122488539,0.0118045289,53,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY","up",1.6029225,0.0123628519,0.0118933963,161,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATORY_T_CELL_DIFFERENTIATION","up",1.79412368,0.0123691609,0.0118996426,54,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION","up",1.76252329,0.012401864,0.0119215493,62,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS","up",1.77479288,0.0124876256,0.0120041827,5,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_SMOOTH_MUSCLE_CELL_MIGRATION","up",1.80850016,0.0126282091,0.012149396,47,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS","up",1.89895234,0.0126437746,0.0121683754,14,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_TOOTH_MINERALIZATION","up",1.88895793,0.0126437746,0.0121683754,10,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_DNA_MODIFICATION","up",1.88309664,0.0126437746,0.0121683754,27,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","up",1.8584823,0.0126437746,0.0121683754,34,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION","up",1.86525921,0.0126528696,0.0121998517,30,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","up",1.70619619,0.0126528696,0.0121998517,93,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","up",1.60165927,0.0126528696,0.0121998517,157,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION","up",1.89467819,0.0126900812,0.0122398327,15,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MATERNAL_PLACENTA_DEVELOPMENT","up",1.89057846,0.0127295965,0.012278074,25,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION","up",1.90385857,0.0127358934,0.0123034824,24,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION","up",1.7302375,0.0127358934,0.0123041205,78,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION","up",1.61844388,0.012876422,0.0124300214,136,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEURAL_RETINA_DEVELOPMENT","up",1.85583668,0.0129499649,0.0125111283,34,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION","up",1.89330352,0.0129502006,0.0125114524,14,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","up",1.75406902,0.0130170254,0.0125761097,64,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","up",1.79829597,0.013116478,0.0126722907,48,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS","up",1.88527608,0.013276761,0.0128068829,10,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","up",1.8611166,0.0132823202,0.0128225356,30,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION","up",1.90455493,0.0133313597,0.0128684478,21,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS","up",1.67595267,0.0133729528,0.012900061,104,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION","up",1.8434182,0.0134177227,0.0129336759,36,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","up",1.81364688,0.0134314179,0.0129465241,43,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_T_CELL_EXTRAVASATION","up",1.89540684,0.0135118341,0.0130344222,13,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT","up",1.88728355,0.0135318857,0.0130525732,14,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS","up",1.80682149,0.0135232383,0.0130525732,6,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","up",1.78825574,0.0135232383,0.0130525732,49,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MITOCHONDRIAL_TRANSPORT","up",1.7239906,0.0135232383,0.0130525732,78,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_LEARNING_OR_MEMORY","up",1.59170874,0.0135232383,0.0130525732,151,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS","down",-1.87452558,0.0135318857,0.0130531203,8,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET","up",1.81556522,0.013589064,0.0130996403,42,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PLASMINOGEN_ACTIVATION","up",1.89867228,0.0136706445,0.0131794375,18,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_DEPHOSPHORYLATION","up",1.66372287,0.013711368,0.0132178278,106,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ERYTHROCYTE_HOMEOSTASIS","up",1.62755283,0.0137253448,0.0132416862,127,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ENDODERMAL_CELL_DIFFERENTIATION","up",1.87531204,0.0137510849,0.0132769073,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY","up",1.73899996,0.0141464097,0.013634548,67,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","up",1.71961282,0.0141464097,0.0136358691,76,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_AMIDE_BIOSYNTHETIC_PROCESS","up",1.60844156,0.0141464097,0.013637946,136,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL","up",1.80496096,0.0141584339,0.0136525162,6,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY","up",1.88066609,0.014212602,0.0136915602,10,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER","up",1.74007474,0.0142249924,0.0137049144,66,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","up",1.88977419,0.0143860971,0.0138275659,12,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT","up",1.86148425,0.0143860971,0.0138275659,27,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_MYELINATION","up",1.87106941,0.0143881759,0.0138402827,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","up",1.52998421,0.0144222271,0.0138962961,204,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_FOCAL_ADHESION_ASSEMBLY","up",1.73879216,0.0144222271,0.013898579,66,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS","up",1.81663086,0.0144222271,0.0139051715,39,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PROTEIN_POLYMERIZATION","up",1.52487447,0.0146750993,0.0141290523,215,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MONOSACCHARIDE_METABOLIC_PROCESS","up",1.5433327,0.0146750993,0.014138585,194,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION","up",1.8279991,0.014698884,0.0141615858,7,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ENDOSOME_ORGANIZATION","up",1.6872544,0.01482136,0.0142798258,93,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_P38MAPK_CASCADE","up",1.79853103,0.0148779249,0.0143452734,45,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","up",1.88775484,0.0148787676,0.0143570196,24,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","up",1.87766403,0.0149716104,0.0144770884,11,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PULMONARY_VALVE_DEVELOPMENT","up",1.8773984,0.0149716104,0.0144770884,11,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_STEROL_TRANSPORT","up",1.69587539,0.0149716104,0.0144770884,83,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION","up",1.87870337,0.0149716104,0.0145017555,23,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","up",1.86109141,0.0149716104,0.0145017555,9,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","up",1.81595666,0.0149716104,0.0145017555,38,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_FC_RECEPTOR_SIGNALING_PATHWAY","up",1.78112561,0.0149716104,0.0145017555,50,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","up",1.74750862,0.0149716104,0.0145017555,59,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MUSCLE_ADAPTATION","up",1.72927509,0.0149716104,0.0145017555,66,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PROTEOGLYCAN_METABOLIC_PROCESS","up",1.72462767,0.0149716104,0.0145017555,73,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_RNA_METHYLATION","down",-1.69090701,0.0149716104,0.0145017555,75,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","up",1.65420795,0.0149716104,0.0145017555,105,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY","up",1.52913442,0.0149716104,0.0145017555,211,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","up",1.57595442,0.0150755381,0.01460236,163,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR","up",1.80104786,0.0150755381,0.0146025176,6,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY","up",1.85245108,0.0150866317,0.0146240876,31,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","up",1.68457182,0.015191488,0.0147257612,89,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","up",1.49477187,0.0154018892,0.0148859623,251,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE","up",1.8832458,0.0154709559,0.0149554244,17,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS","up",1.87960793,0.0154709559,0.0149554244,13,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE","up",1.76212596,0.0155009784,0.0149930461,5,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM","up",1.6806716,0.0155009784,0.0149930461,90,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELL_FATE_COMMITMENT","up",1.61310892,0.0155648119,0.0150329702,126,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CALCINEURIN_MEDIATED_SIGNALING","up",1.81869251,0.0156085242,0.0150753009,40,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS","up",1.57617129,0.0157573233,0.0152191294,154,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ARTERY_DEVELOPMENT","up",1.75458767,0.0158270917,0.0152866278,57,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CYTOKINESIS","up",1.5728129,0.015884061,0.0153417647,151,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","up",1.68863876,0.0160488504,0.0155010419,83,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_MONOCARBOXYLIC_ACID_TRANSPORT","up",1.67911734,0.0160755411,0.015538138,89,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_PLASMA_MEMBRANE_ORGANIZATION","up",1.64036843,0.01609265,0.0155541893,107,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_DETECTION_OF_CELL_DENSITY","up",1.81129771,0.0161059256,0.0155645938,7,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE","up",1.87216782,0.0161059256,0.0155677985,23,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CHONDROCYTE_DIFFERENTIATION","up",1.73022317,0.0162631767,0.0157086245,63,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY","up",1.85154495,0.0163630956,0.0158279918,9,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_OSTEOCLAST_FUSION","up",1.7567601,0.0163630956,0.0158279918,5,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","up",1.87427492,0.0163794715,0.0158552468,21,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS","up",1.6751221,0.016431819,0.0159173536,91,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","up",1.87243741,0.0165102336,0.016004786,16,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN","up",1.75544801,0.0165770858,0.0160810945,56,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY","up",1.85247991,0.0166126846,0.0161271394,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE","up",1.77027771,0.016770588,0.0162688401,46,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS","up",1.86727361,0.0168014749,0.0163104118,18,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_COGNITION","up",1.55210945,0.0170896454,0.0165666277,180,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT","up",1.65918069,0.0172702846,0.0167536375,98,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION","down",-1.89756012,0.0173468661,0.0168279448,11,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION","up",1.84392619,0.0176918259,0.0171626026,26,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_AMINOGLYCAN_METABOLIC_PROCESS","up",1.76039264,0.0177346357,0.017204149,48,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE","up",1.71897488,0.0177835034,0.0172637382,63,5902,11459,1107,1092
"Tcon","GO_BP","GOBP_CARTILAGE_DEVELOPMENT","up",1.65536974,0.0178226472,0.0173139308,101,5902,11459,1107,1092
