"population","database","pathway_id","direction","nes","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","n_sig_pooled_in_database","n_sig_per_database_only"
"Treg","GO_CC","GOCC_LATE_ENDOSOME_MEMBRANE","up",2.27128373,2.35264978e-09,6.65562049e-09,151,856,11236,114,114
"Treg","GO_CC","GOCC_TRANSPORT_VESICLE_MEMBRANE","up",2.27302238,2.35264978e-09,6.91371869e-09,167,856,11236,114,114
"Treg","GO_CC","GOCC_PIGMENT_GRANULE","up",2.45455567,3.1701994e-09,9.51144471e-09,93,856,11236,114,114
"Treg","GO_CC","GOCC_COATED_VESICLE_MEMBRANE","up",2.26630265,5.24464606e-09,1.60317234e-08,156,856,11236,114,114
"Treg","GO_CC","GOCC_EXOCYTIC_VESICLE","up",2.21612501,6.68962208e-09,2.07968932e-08,171,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOPEPTIDASE_COMPLEX","up",2.38028062,3.2554407e-08,8.49831863e-08,95,856,11236,114,114
"Treg","GO_CC","GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE","up",2.4990368,6.16465309e-08,1.52675988e-07,30,856,11236,114,114
"Treg","GO_CC","GOCC_VACUOLAR_LUMEN","up",2.24592589,6.24525916e-08,1.60888109e-07,119,856,11236,114,114
"Treg","GO_CC","GOCC_CELL_LEADING_EDGE","up",1.94171717,9.32252897e-08,2.44499068e-07,304,856,11236,114,114
"Treg","GO_CC","GOCC_LARGE_RIBOSOMAL_SUBUNIT","down",-2.30806168,9.32252897e-08,2.46884993e-07,103,856,11236,114,114
"Treg","GO_CC","GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE","up",2.02545023,3.41179674e-07,7.46396967e-07,218,856,11236,114,114
"Treg","GO_CC","GOCC_MEMBRANE_MICRODOMAIN","up",2.08274971,3.73299396e-07,8.22146085e-07,176,856,11236,114,114
"Treg","GO_CC","GOCC_SMALL_RIBOSOMAL_SUBUNIT","down",-2.33384682,6.98030181e-07,1.52707693e-06,70,856,11236,114,114
"Treg","GO_CC","GOCC_FICOLIN_1_RICH_GRANULE_LUMEN","up",2.20386889,1.27664632e-06,2.77577796e-06,118,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOCYTIC_VESICLE","up",1.96193815,1.348843e-06,2.96729297e-06,250,856,11236,114,114
"Treg","GO_CC","GOCC_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE","up",2.33694502,1.79251616e-06,3.76981874e-06,55,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_COMPLEX","up",2.29074845,4.25816433e-06,8.46869414e-06,61,856,11236,114,114
"Treg","GO_CC","GOCC_AZUROPHIL_GRANULE","up",2.10874829,4.58751521e-06,9.38045923e-06,117,856,11236,114,114
"Treg","GO_CC","GOCC_LUMENAL_SIDE_OF_MEMBRANE","up",2.30052581,6.71590999e-06,1.376065e-05,38,856,11236,114,114
"Treg","GO_CC","GOCC_MHC_PROTEIN_COMPLEX","up",2.34417519,7.31897193e-06,1.51689563e-05,23,856,11236,114,114
"Treg","GO_CC","GOCC_PEPTIDASE_COMPLEX","up",2.04889019,7.45556203e-06,1.57693872e-05,129,856,11236,114,114
"Treg","GO_CC","GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE","up",2.24592811,1.05534827e-05,2.15574881e-05,57,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE","up",2.21989992,1.1641831e-05,2.38149556e-05,63,856,11236,114,114
"Treg","GO_CC","GOCC_LYSOSOMAL_LUMEN","up",2.21533511,1.16586483e-05,2.44061854e-05,64,856,11236,114,114
"Treg","GO_CC","GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE","up",2.08724971,1.32240737e-05,2.7598719e-05,99,856,11236,114,114
"Treg","GO_CC","GOCC_IMMUNOLOGICAL_SYNAPSE","up",2.256115,1.63621206e-05,3.36389797e-05,43,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_ACCESSORY_COMPLEX","up",2.29624149,1.9907382e-05,4.03563931e-05,24,856,11236,114,114
"Treg","GO_CC","GOCC_MHC_CLASS_II_PROTEIN_COMPLEX","up",2.28522406,2.01908718e-05,4.1793e-05,15,856,11236,114,114
"Treg","GO_CC","GOCC_TERTIARY_GRANULE","up",2.05092232,2.2187725e-05,4.65097798e-05,120,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOCYTIC_VESICLE_MEMBRANE","up",1.96389749,2.42368362e-05,5.10738863e-05,136,856,11236,114,114
"Treg","GO_CC","GOCC_RUFFLE","up",1.95654364,2.91886571e-05,6.10795285e-05,149,856,11236,114,114
"Treg","GO_CC","GOCC_CLATHRIN_COATED_VESICLE","up",1.90403298,5.60098082e-05,0.00010847127,157,856,11236,114,114
"Treg","GO_CC","GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE","up",2.16913947,7.81103718e-05,0.00014738542,42,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT","up",1.96362919,0.000118156821,0.000208269934,105,856,11236,114,114
"Treg","GO_CC","GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE","up",2.14897215,0.000118597168,0.000212550117,46,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOPLASMIC_RETICULUM_LUMEN","up",1.87577995,0.000180524675,0.000308803898,155,856,11236,114,114
"Treg","GO_CC","GOCC_CELL_SUBSTRATE_JUNCTION","up",1.62678425,0.000441939479,0.000643123276,320,856,11236,114,114
"Treg","GO_CC","GOCC_APICAL_PLASMA_MEMBRANE","up",1.74982825,0.000469740388,0.000687123759,186,856,11236,114,114
"Treg","GO_CC","GOCC_SMALL_SUBUNIT_PROCESSOME","down",-1.96462507,0.000507446768,0.000740092405,68,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_STORAGE_GRANULE","up",2.10661421,0.000559465426,0.000817673901,18,856,11236,114,114
"Treg","GO_CC","GOCC_CELL_CORTEX","up",1.70669124,0.000804925935,0.00110356293,219,856,11236,114,114
"Treg","GO_CC","GOCC_PHAGOCYTIC_VESICLE","up",1.79976879,0.000897290764,0.00122224419,122,856,11236,114,114
"Treg","GO_CC","GOCC_CYTOLYTIC_GRANULE","up",2.12446573,0.000942063329,0.00130909297,15,856,11236,114,114
"Treg","GO_CC","GOCC_AZUROPHIL_GRANULE_LUMEN","up",1.95233937,0.000942063329,0.00130909297,65,856,11236,114,114
"Treg","GO_CC","GOCC_EARLY_ENDOSOME","up",1.5851512,0.00156188145,0.00205369272,324,856,11236,114,114
"Treg","GO_CC","GOCC_LAMELLIPODIUM","up",1.73753772,0.00260700105,0.00320981896,155,856,11236,114,114
"Treg","GO_CC","GOCC_PLATELET_ALPHA_GRANULE","up",1.90027495,0.00355574545,0.00423660934,54,856,11236,114,114
"Treg","GO_CC","GOCC_CAVEOLA","up",1.96974863,0.00356394704,0.00431063303,40,856,11236,114,114
"Treg","GO_CC","GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE","up",1.6796447,0.00358417124,0.00438628413,164,856,11236,114,114
"Treg","GO_CC","GOCC_ACTOMYOSIN","up",1.8597051,0.00360291196,0.00446527163,61,856,11236,114,114
"Treg","GO_CC","GOCC_LATERAL_PLASMA_MEMBRANE","up",1.92935475,0.00453630972,0.00538513012,44,856,11236,114,114
"Treg","GO_CC","GOCC_TERTIARY_GRANULE_MEMBRANE","up",1.92917146,0.00453630972,0.00539802468,55,856,11236,114,114
"Treg","GO_CC","GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT","up",1.54441877,0.00473173914,0.00561538884,288,856,11236,114,114
"Treg","GO_CC","GOCC_SYNAPTIC_VESICLE_MEMBRANE","up",1.7977903,0.005306347,0.00624720379,75,856,11236,114,114
"Treg","GO_CC","GOCC_SARCOLEMMA","up",1.83296593,0.005306347,0.00631125464,64,856,11236,114,114
"Treg","GO_CC","GOCC_BLOOD_MICROPARTICLE","up",1.86874389,0.005306347,0.0063739897,52,856,11236,114,114
"Treg","GO_CC","GOCC_SPECIFIC_GRANULE","up",1.70994609,0.00532924668,0.00646000157,116,856,11236,114,114
"Treg","GO_CC","GOCC_OLIGOSACCHARYLTRANSFERASE_COMPLEX","up",1.96680162,0.00642543408,0.0076288639,13,856,11236,114,114
"Treg","GO_CC","GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX","up",1.94067681,0.00642543408,0.0076288639,10,856,11236,114,114
"Treg","GO_CC","GOCC_PLASMA_MEMBRANE_RAFT","up",1.80422777,0.00674084306,0.00814381413,60,856,11236,114,114
"Treg","GO_CC","GOCC_PRERIBOSOME","down",-1.69441641,0.00674084306,0.00814381413,98,856,11236,114,114
"Treg","GO_CC","GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX","up",1.89749457,0.00743983921,0.00894291035,41,856,11236,114,114
"Treg","GO_CC","GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT","up",1.83945336,0.00824285514,0.00985968807,49,856,11236,114,114
"Treg","GO_CC","GOCC_AXON_CYTOPLASM","up",1.82290464,0.0082535625,0.00998239335,54,856,11236,114,114
"Treg","GO_CC","GOCC_CORTICAL_CYTOSKELETON","up",1.76918923,0.0082535625,0.0100122473,71,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_CORE_COMPLEX","up",1.90371708,0.0112685477,0.012960443,18,856,11236,114,114
"Treg","GO_CC","GOCC_PEPTIDASE_INHIBITOR_COMPLEX","up",1.86670378,0.0112685477,0.0132236836,8,856,11236,114,114
"Treg","GO_CC","GOCC_CONTRACTILE_MUSCLE_FIBER","up",1.63602155,0.0112685477,0.0132301121,133,856,11236,114,114
"Treg","GO_CC","GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX","up",1.90000973,0.0112685477,0.013255578,18,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX","up",1.9120709,0.0118186153,0.0139971359,12,856,11236,114,114
"Treg","GO_CC","GOCC_DISTAL_AXON","up",1.59351361,0.0118186153,0.0140422232,154,856,11236,114,114
"Treg","GO_CC","GOCC_SARCOPLASM","up",1.80983325,0.0125778586,0.0148406278,49,856,11236,114,114
"Treg","GO_CC","GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX","down",-1.920475,0.0125778586,0.0149615611,16,856,11236,114,114
"Treg","GO_CC","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX","up",1.57762472,0.0133802192,0.0157524718,167,856,11236,114,114
"Treg","GO_CC","GOCC_FLOTILLIN_COMPLEX","up",1.85340357,0.0134926809,0.0160179173,8,856,11236,114,114
"Treg","GO_CC","GOCC_MULTIVESICULAR_BODY","up",1.79692986,0.0142185433,0.0168122613,44,856,11236,114,114
"Treg","GO_CC","GOCC_COPI_COATED_VESICLE_MEMBRANE","up",1.89522378,0.0147065,0.0173735993,15,856,11236,114,114
"Treg","GO_CC","GOCC_ACTIN_FILAMENT_BUNDLE","up",1.74103509,0.014945862,0.0177460763,60,856,11236,114,114
"Treg","GO_CC","GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX","up",1.81829828,0.0176895676,0.0203836394,7,856,11236,114,114
"Treg","GO_CC","GOCC_TRANS_GOLGI_NETWORK","up",1.51065467,0.0193931753,0.0221146205,206,856,11236,114,114
"Treg","GO_CC","GOCC_T_TUBULE","up",1.84866424,0.0193931753,0.0221559812,20,856,11236,114,114
"Treg","GO_CC","GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX","up",1.82276503,0.0195398824,0.0224157861,8,856,11236,114,114
"Treg","GO_CC","GOCC_AZUROPHIL_GRANULE_MEMBRANE","up",1.75990629,0.0197211084,0.0226948021,46,856,11236,114,114
"Treg","GO_CC","GOCC_MICROTUBULE","up",1.42646667,0.0216169938,0.0243787288,335,856,11236,114,114
"Treg","GO_CC","GOCC_ADHERENS_JUNCTION","up",1.60758434,0.0228952742,0.0255435105,111,856,11236,114,114
"Treg","GO_CC","GOCC_MICROTUBULE_ASSOCIATED_COMPLEX","up",1.59636191,0.0254243689,0.0277403272,111,856,11236,114,114
"Treg","GO_CC","GOCC_SPECIFIC_GRANULE_MEMBRANE","up",1.66203522,0.026758876,0.0291245032,72,856,11236,114,114
"Treg","GO_CC","GOCC_OLIGOSACCHARYLTRANSFERASE_COMPLEX_A","up",1.81425693,0.0268271744,0.0294176497,9,856,11236,114,114
"Treg","GO_CC","GOCC_SPERMATOPROTEASOME_COMPLEX","up",1.81950067,0.0271374053,0.0300242595,17,856,11236,114,114
"Treg","GO_CC","GOCC_PLATELET_ALPHA_GRANULE_LUMEN","up",1.75555792,0.0271374053,0.0300242595,40,856,11236,114,114
"Treg","GO_CC","GOCC_TRANS_GOLGI_NETWORK_MEMBRANE","up",1.6245267,0.0282293454,0.0312542467,86,856,11236,114,114
"Treg","GO_CC","GOCC_ORGANELLAR_RIBOSOME","up",1.62983929,0.0289692858,0.0318650043,80,856,11236,114,114
"Treg","GO_CC","GOCC_CELL_PROJECTION_MEMBRANE","up",1.47107999,0.0336296148,0.0355287517,200,856,11236,114,114
"Treg","GO_CC","GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M","down",-1.76146098,0.0341349884,0.0360741845,7,856,11236,114,114
"Treg","GO_CC","GOCC_NEURON_PROJECTION_CYTOPLASM","up",1.62229512,0.0389340813,0.0401410709,73,856,11236,114,114
"Treg","GO_CC","GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX","up",1.78213703,0.0421256523,0.0426247351,15,856,11236,114,114
"Treg","GO_CC","GOCC_COPI_VESICLE_COAT","up",1.7776137,0.0433339523,0.0439388779,11,856,11236,114,114
"Treg","GO_CC","GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE","up",1.64747858,0.0452203363,0.0457146332,55,856,11236,114,114
"Treg","GO_CC","GOCC_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE","up",1.52945113,0.0452217327,0.0459763927,116,856,11236,114,114
"Treg","GO_CC","GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX","down",-1.77117909,0.0472504267,0.0481140685,17,856,11236,114,114
"Treg","GO_CC","GOCC_TRNA_METHYLTRANSFERASE_COMPLEX","up",1.7594019,0.0472504267,0.0481639943,13,856,11236,114,114
"Treg","GO_MF","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","down",-2.57258967,2.51432023e-13,8.09206257e-14,156,1375,11236,107,76
"Treg","GO_MF","GOMF_CYTOKINE_ACTIVITY","up",2.50732323,6.08887078e-09,1.95121717e-09,87,1375,11236,107,76
"Treg","GO_MF","GOMF_CYTOKINE_RECEPTOR_BINDING","up",2.21904036,4.71911325e-07,1.15688632e-07,148,1375,11236,107,76
"Treg","GO_MF","GOMF_ENZYME_INHIBITOR_ACTIVITY","up",1.90025023,4.85712183e-06,1.17337763e-06,266,1375,11236,107,76
"Treg","GO_MF","GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING","up",2.4518329,4.85712183e-06,1.28865693e-06,25,1375,11236,107,76
"Treg","GO_MF","GOMF_MHC_PROTEIN_COMPLEX_BINDING","up",2.4106712,1.10713239e-05,3.10185714e-06,32,1375,11236,107,76
"Treg","GO_MF","GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING","up",2.38703367,1.48659805e-05,4.6467525e-06,18,1375,11236,107,76
"Treg","GO_MF","GOMF_CHEMOKINE_RECEPTOR_BINDING","up",2.34367153,5.14009278e-05,1.5850177e-05,28,1375,11236,107,76
"Treg","GO_MF","GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY","up",2.17410159,5.42972047e-05,1.83177666e-05,79,1375,11236,107,76
"Treg","GO_MF","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS","up",2.31085017,6.32993284e-05,2.26868023e-05,45,1375,11236,107,76
"Treg","GO_MF","GOMF_DISULFIDE_OXIDOREDUCTASE_ACTIVITY","up",2.2785817,9.71734348e-05,3.466161e-05,34,1375,11236,107,76
"Treg","GO_MF","GOMF_CARBOHYDRATE_BINDING","up",1.95989476,0.000100518633,3.85032053e-05,137,1375,11236,107,76
"Treg","GO_MF","GOMF_CYTIDINE_DEAMINASE_ACTIVITY","up",2.11530791,0.000129845589,5.27212788e-05,8,1375,11236,107,76
"Treg","GO_MF","GOMF_CADHERIN_BINDING","up",1.80937498,0.000129845589,5.48144397e-05,252,1375,11236,107,76
"Treg","GO_MF","GOMF_GROWTH_FACTOR_ACTIVITY","up",2.18440444,0.000181118509,7.65535136e-05,47,1375,11236,107,76
"Treg","GO_MF","GOMF_IMMUNE_RECEPTOR_ACTIVITY","up",1.99181479,0.000228520219,9.95938205e-05,109,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEASE_BINDING","up",2.00046273,0.00033545886,0.000146085307,91,1375,11236,107,76
"Treg","GO_MF","GOMF_PEPTIDASE_REGULATOR_ACTIVITY","up",1.96232115,0.000769871616,0.000303378593,102,1375,11236,107,76
"Treg","GO_MF","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","up",2.0523687,0.000769871616,0.000314399003,59,1375,11236,107,76
"Treg","GO_MF","GOMF_CYTOKINE_BINDING","up",1.96997968,0.00123279311,0.00050048856,87,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEIN_FOLDING_CHAPERONE","up",2.06932061,0.00123279311,0.00050358164,64,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEIN_DISULFIDE_REDUCTASE_ACTIVITY","up",2.14347883,0.00123279311,0.000530046475,27,1375,11236,107,76
"Treg","GO_MF","GOMF_GDP_BINDING","up",2.07462197,0.00123279311,0.000557031046,51,1375,11236,107,76
"Treg","GO_MF","GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY","up",2.136289,0.00123279311,0.000558370644,28,1375,11236,107,76
"Treg","GO_MF","GOMF_PEPTIDE_ANTIGEN_BINDING","up",2.12771942,0.00130537537,0.000600622344,29,1375,11236,107,76
"Treg","GO_MF","GOMF_MOLECULAR_SEQUESTERING_ACTIVITY","up",2.02199421,0.00180357252,0.000806719175,61,1375,11236,107,76
"Treg","GO_MF","GOMF_PEPTIDE_BINDING","up",1.84733205,0.00182850295,0.000854085887,140,1375,11236,107,76
"Treg","GO_MF","GOMF_ACTIN_BINDING","up",1.64737626,0.00182850295,0.000864405193,286,1375,11236,107,76
"Treg","GO_MF","GOMF_ANTIGEN_BINDING","up",2.04366619,0.00183685151,0.000888351826,47,1375,11236,107,76
"Treg","GO_MF","GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING","up",2.02437801,0.00227966476,0.00108939131,47,1375,11236,107,76
"Treg","GO_MF","GOMF_CYTOKINE_RECEPTOR_ACTIVITY","up",1.96818922,0.00275761458,0.00130572136,69,1375,11236,107,76
"Treg","GO_MF","GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING","up",1.87537315,0.0028990835,0.00139611086,5,1375,11236,107,76
"Treg","GO_MF","GOMF_CHEMOKINE_ACTIVITY","up",2.07208476,0.00433384357,0.00202194047,20,1375,11236,107,76
"Treg","GO_MF","GOMF_UNFOLDED_PROTEIN_BINDING","up",1.80641844,0.00602287034,0.002729801,94,1375,11236,107,76
"Treg","GO_MF","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","up",1.79968457,0.00639503276,0.00294529127,116,1375,11236,107,76
"Treg","GO_MF","GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING","up",1.84673612,0.00800443883,0.00368271898,5,1375,11236,107,76
"Treg","GO_MF","GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION","up",2.00179516,0.00835750444,0.00388753235,13,1375,11236,107,76
"Treg","GO_MF","GOMF_SERINE_HYDROLASE_ACTIVITY","up",1.86893218,0.00876616161,0.00414320796,76,1375,11236,107,76
"Treg","GO_MF","GOMF_INTERLEUKIN_1_BINDING","up",1.88932134,0.0105282089,0.00485568032,6,1375,11236,107,76
"Treg","GO_MF","GOMF_TRANSMEMBRANE_TRANSPORTER_BINDING","up",1.76208006,0.0105653644,0.00497615653,92,1375,11236,107,76
"Treg","GO_MF","GOMF_MONOSACCHARIDE_BINDING","up",1.94047138,0.0112315158,0.00538316808,44,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY","up",1.9341519,0.0112315158,0.00538513012,41,1375,11236,107,76
"Treg","GO_MF","GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE","up",1.94314506,0.012991475,0.00611104313,29,1375,11236,107,76
"Treg","GO_MF","GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY","up",1.968416,0.0137099122,0.00656115356,11,1375,11236,107,76
"Treg","GO_MF","GOMF_ANTIOXIDANT_ACTIVITY","up",1.91058487,0.0137099122,0.00659876803,46,1375,11236,107,76
"Treg","GO_MF","GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING","up",1.55386764,0.0137754294,0.00674272199,265,1375,11236,107,76
"Treg","GO_MF","GOMF_G_PROTEIN_ACTIVITY","up",1.77107066,0.0151733961,0.007376708,80,1375,11236,107,76
"Treg","GO_MF","GOMF_CAMP_BINDING","up",1.93574248,0.0155838142,0.00766947631,10,1375,11236,107,76
"Treg","GO_MF","GOMF_CALCIUM_CHANNEL_REGULATOR_ACTIVITY","up",1.92315477,0.0158581343,0.00794713198,35,1375,11236,107,76
"Treg","GO_MF","GOMF_S100_PROTEIN_BINDING","up",1.93678312,0.0174815543,0.00881319207,11,1375,11236,107,76
"Treg","GO_MF","GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY","up",1.93019681,0.0174815543,0.00895332881,12,1375,11236,107,76
"Treg","GO_MF","GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY","up",1.92082948,0.0174815543,0.00902594296,31,1375,11236,107,76
"Treg","GO_MF","GOMF_POLYPEPTIDE_CONFORMATION_OR_ASSEMBLY_ISOMERASE_ACTIVITY","up",1.77761352,0.0184065765,0.00958152411,76,1375,11236,107,76
"Treg","GO_MF","GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING","up",1.51662603,0.0192578675,0.0102003962,269,1375,11236,107,76
"Treg","GO_MF","GOMF_DEAMINASE_ACTIVITY","up",1.92900466,0.0192578675,0.0102187202,21,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEIN_SEQUESTERING_ACTIVITY","up",1.84710466,0.0275378779,0.0136677368,40,1375,11236,107,76
"Treg","GO_MF","GOMF_EXOGENOUS_PROTEIN_BINDING","up",1.80198439,0.0278257756,0.0139971359,54,1375,11236,107,76
"Treg","GO_MF","GOMF_MISFOLDED_PROTEIN_BINDING","up",1.90058245,0.0302464414,0.0150947546,16,1375,11236,107,76
"Treg","GO_MF","GOMF_KINASE_INHIBITOR_ACTIVITY","up",1.72436513,0.0302464414,0.0152697511,76,1375,11236,107,76
"Treg","GO_MF","GOMF_TRANSPORTER_REGULATOR_ACTIVITY","up",1.66348756,0.0315807792,0.0160397899,98,1375,11236,107,76
"Treg","GO_MF","GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY","up",1.79489423,0.0315807792,0.0161039406,45,1375,11236,107,76
"Treg","GO_MF","GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY","up",1.80884921,0.033208714,0.0169605959,42,1375,11236,107,76
"Treg","GO_MF","GOMF_RRNA_BINDING","down",-1.72339059,0.0343540612,0.0181014103,62,1375,11236,107,76
"Treg","GO_MF","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","up",1.85744616,0.0343540612,0.0181692937,25,1375,11236,107,76
"Treg","GO_MF","GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY","up",1.83707347,0.0343540612,0.0181692937,7,1375,11236,107,76
"Treg","GO_MF","GOMF_ACTIN_FILAMENT_BINDING","up",1.58416621,0.0343540612,0.018272295,138,1375,11236,107,76
"Treg","GO_MF","GOMF_GLYCOSAMINOGLYCAN_BINDING","up",1.67673837,0.0363084405,0.0194287578,81,1375,11236,107,76
"Treg","GO_MF","GOMF_ENDOPEPTIDASE_ACTIVITY","up",1.53444724,0.0363084405,0.0195499587,190,1375,11236,107,76
"Treg","GO_MF","GOMF_BETA_CATENIN_BINDING","down",-1.72138725,0.0365320438,0.0198602483,61,1375,11236,107,76
"Treg","GO_MF","GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING","up",1.80587538,0.0384923443,0.0207914833,38,1375,11236,107,76
"Treg","GO_MF","GOMF_TOXIC_SUBSTANCE_BINDING","down",-1.74207032,0.0409359163,0.0220881661,5,1375,11236,107,76
"Treg","GO_MF","GOMF_ISOMERASE_ACTIVITY","up",1.42463627,0.0423492151,0.0227340254,342,1375,11236,107,76
"Treg","GO_MF","GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.63448736,0.0425263212,0.0230620029,91,1375,11236,107,76
"Treg","GO_MF","GOMF_GROWTH_FACTOR_BINDING","up",1.68174816,0.0469137516,0.0248630997,71,1375,11236,107,76
"Treg","GO_MF","GOMF_GALACTOSYLTRANSFERASE_ACTIVITY","up",1.83449486,0.049164115,0.0259977094,17,1375,11236,107,76
"Treg","GO_MF","GOMF_COPPER_ION_BINDING","up",1.76568194,0.0494659936,0.0263018635,39,1375,11236,107,76
"Treg","GO_MF","GOMF_PHOSPHATE_ION_BINDING","up",1.76805831,0.0505747842,0.0270782222,6,1375,11236,107,76
"Treg","GO_MF","GOMF_GUANYL_NUCLEOTIDE_BINDING","up",1.4370013,0.0522361295,0.0279317644,267,1375,11236,107,76
"Treg","GO_MF","GOMF_TETRAPYRROLE_BINDING","up",1.6715462,0.0557893677,0.0297156301,66,1375,11236,107,76
"Treg","GO_MF","GOMF_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING","down",-1.78732016,0.0560920175,0.0300242595,7,1375,11236,107,76
"Treg","GO_MF","GOMF_CORECEPTOR_ACTIVITY","up",1.75065047,0.0569171518,0.0307136224,38,1375,11236,107,76
"Treg","GO_MF","GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY","up",1.81242235,0.0569171518,0.0312645213,19,1375,11236,107,76
"Treg","GO_MF","GOMF_STAT_FAMILY_PROTEIN_BINDING","up",1.78509232,0.0569171518,0.0312645213,7,1375,11236,107,76
"Treg","GO_MF","GOMF_MHC_CLASS_II_PROTEIN_BINDING","up",1.72497732,0.0569171518,0.0314818102,5,1375,11236,107,76
"Treg","GO_MF","GOMF_PROTEIN_PHOSPHATASE_BINDING","up",1.5588358,0.0606738995,0.0328988514,121,1375,11236,107,76
"Treg","GO_MF","GOMF_NITRIC_OXIDE_SYNTHASE_BINDING","up",1.75033625,0.0630149145,0.0342758569,6,1375,11236,107,76
"Treg","GO_MF","GOMF_TAP_BINDING","up",1.77198824,0.06358859,0.0349243936,7,1375,11236,107,76
"Treg","GO_MF","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES","up",1.78477465,0.06358859,0.0349326275,23,1375,11236,107,76
