population,tf,network_symbol,matrix_symbol,mor,resolution,focus_tf
CD8,MEF2A,JCHAIN,IGJ,1,accepted,FALSE
CD8,TCF3,JCHAIN,IGJ,1,accepted,FALSE
CD8,MAF,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,ESR1,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,MAF,ADGRE1,EMR1,1,accepted,FALSE
CD8,SRF,OGA,MGEA5,1,accepted,FALSE
CD8,NFE2L2,PRKN,PARK2,1,accepted,FALSE
CD8,PPARG,TAFAZZIN,TAZ,1,accepted,FALSE
CD8,MTA1,COP1,RFWD2,1,accepted,FALSE
CD8,PRDM1,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,POU5F1,PRKN,PARK2,1,accepted,FALSE
CD8,IRF2,RIGI,DDX58,1,accepted,FALSE
CD8,RELA,TAFAZZIN,TAZ,1,accepted,FALSE
CD8,KLF10,BMAL1,ARNTL,-1,accepted,FALSE
CD8,ZBTB4,COQ8A,ADCK3,1,accepted,FALSE
CD8,ATF6,PRKN,PARK2,1,accepted,FALSE
CD8,NCOA2,BMAL1,ARNTL,1,accepted,FALSE
CD8,FOXN1,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,KAT5,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,NSD2,NSD3,WHSC1L1,1,accepted,FALSE
CD8,JUN,PRKN,PARK2,-1,accepted,FALSE
CD8,TFCP2,H1-2,HIST1H1C,1,accepted,FALSE
CD8,JUN,OGA,MGEA5,1,accepted,FALSE
CD8,ID2,BMAL1,ARNTL,1,accepted,FALSE
CD8,TP53,TIGAR,C12orf5,1,accepted,FALSE
CD8,MYOD1,SELENOW,SEPW1,1,accepted,FALSE
CD8,LEF1,MRE11,MRE11A,1,accepted,FALSE
CD8,NANOG,MARCHF7,MARCH7,1,accepted,FALSE
CD8,RXRA,BMAL1,ARNTL,1,accepted,FALSE
CD8,ATF4,PRKN,PARK2,1,accepted,FALSE
CD8,GATA2,COP1,RFWD2,1,accepted,FALSE
CD8,GATA2,PRKN,PARK2,1,accepted,FALSE
CD8,HSF1,PHB1,PHB,1,accepted,TRUE
CD8,TP53,PIERCE1,C9orf116,1,accepted,FALSE
CD8,POU2F2,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,AR,OGA,MGEA5,1,accepted,FALSE
CD8,NR2F1,CIP2A,KIAA1524,1,accepted,FALSE
CD8,HNF1A,CIP2A,KIAA1524,1,accepted,FALSE
CD8,TP53,KIFBP,KIAA1279,1,accepted,FALSE
CD8,RELA,KMT5C,SUV420H2,1,accepted,FALSE
CD8,JUN,COP1,RFWD2,1,accepted,FALSE
CD8,HIF1A,ATP5IF1,ATPIF1,1,accepted,TRUE
CD8,NFATC1,OGA,MGEA5,1,accepted,FALSE
CD8,ETS1,TMEM131L,KIAA0922,1,accepted,FALSE
CD8,JUN,H1-2,HIST1H1C,1,accepted,FALSE
CD8,TP53,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,FOXP3,H1-5,HIST1H1B,1,accepted,FALSE
CD8,DDIT3,H3-3A,H3F3A,1,accepted,FALSE
CD8,MBD2,ADGRB1,BAI1,1,accepted,FALSE
CD8,SP1,TIGAR,C12orf5,1,accepted,FALSE
CD8,PDX1,OGA,MGEA5,1,accepted,FALSE
CD8,AIRE,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,TP53,H1-2,HIST1H1C,1,accepted,FALSE
CD8,NFE2L2,TLE5,AES,1,accepted,FALSE
CD8,MYC,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,TP53,KMT5A,SETD8,1,accepted,FALSE
CD8,TP63,KMT5A,SETD8,1,accepted,FALSE
CD8,AR,JPT1,HN1,1,accepted,FALSE
CD8,JUND,OGA,MGEA5,1,accepted,FALSE
CD8,NFE2,OGA,MGEA5,1,accepted,FALSE
CD8,TP53,DCAF1,VPRBP,1,accepted,FALSE
CD8,CTCF,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,NKX3-1,SELENOH,C11orf31,1,accepted,FALSE
CD8,FOSB,OGA,MGEA5,1,accepted,FALSE
CD8,ARX,PLPP1,PPAP2A,1,accepted,FALSE
CD8,EBF3,PLPP1,PPAP2A,1,accepted,FALSE
CD8,EGR1,PLPP1,PPAP2A,1,accepted,FALSE
CD8,ETS2,PLPP1,PPAP2A,1,accepted,FALSE
CD8,NR0B1,PRKN,PARK2,1,accepted,FALSE
CD8,LEF1,H2AX,H2AFX,1,accepted,FALSE
CD8,CEBPA,TWNK,C10orf2,1,accepted,FALSE
CD8,TP53,RIGI,DDX58,1,accepted,FALSE
CD8,SPI1,TOMM70,TOMM70A,1,accepted,FALSE
CD8,ZNF699,TOMM70,TOMM70A,1,accepted,FALSE
CD8,MYB,ERBIN,ERBB2IP,1,accepted,FALSE
CD8,FOXP4,TSPOAP1,BZRAP1,-1,accepted,FALSE
CD8,ATRX,H3-3A,H3F3A,1,accepted,FALSE
CD8,EGR1,CAVIN1,PTRF,-1,accepted,FALSE
CD8,ELK1,TMEM131L,KIAA0922,1,accepted,FALSE
CD8,SP1,CEP131,AZI1,1,accepted,FALSE
CD8,TP63,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,HIF1A,TIGAR,C12orf5,1,accepted,TRUE
CD8,E2F4,KIFBP,KIAA1279,-1,accepted,FALSE
CD8,E2F6,KIFBP,KIAA1279,-1,accepted,FALSE
CD8,HEY1,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,NR1H4,ATP5F1A,ATP5A1,1,accepted,FALSE
CD8,SRY,SGF29,CCDC101,1,accepted,FALSE
CD8,REL,RACK1,GNB2L1,1,accepted,TRUE
CD8,NRF1,RETREG3,FAM134C,1,accepted,FALSE
CD8,NFYA,BMAL1,ARNTL,1,accepted,FALSE
CD8,SP1,BMAL1,ARNTL,1,accepted,FALSE
CD8,CREB1,TIGAR,C12orf5,1,accepted,TRUE
CD8,EZH2,KIFBP,KIAA1279,1,accepted,FALSE
CD8,MTA1,BMAL1,ARNTL,1,accepted,FALSE
CD8,PPARA,ADSS2,ADSS,1,accepted,FALSE
CD8,PPARG,ADSS2,ADSS,1,accepted,FALSE
CD8,EZH2,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,LEF1,PRKN,PARK2,1,accepted,FALSE
CD8,RFX1,ADGRG1,GPR56,1,accepted,FALSE
CD8,MEF2C,OGA,MGEA5,1,accepted,FALSE
CD8,NCOA1,OGA,MGEA5,1,accepted,FALSE
CD8,YY1,PRKN,PARK2,1,accepted,FALSE
CD8,AR,KMT5A,SETD8,1,accepted,FALSE
CD8,TCF12,KMT5A,SETD8,1,accepted,FALSE
CD8,PPARG,PLPP1,PPAP2A,1,accepted,FALSE
CD8,ETS2,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,TP53,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,MYC,KMT5B,SUV420H1,1,accepted,FALSE
CD8,JUN,KIFBP,KIAA1279,1,accepted,FALSE
CD8,RELA,CFAP20,C16orf80,1,accepted,FALSE
CD8,REL,TSPOAP1,BZRAP1,1,accepted,TRUE
CD8,POU2F2,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,RARA,BABAM2,BRE,1,accepted,FALSE
CD8,NR3C1,H1-2,HIST1H1C,1,accepted,FALSE
CD8,PAX5,JCHAIN,IGJ,1,accepted,FALSE
CD8,ESR1,ELP1,IKBKAP,1,accepted,FALSE
CD8,THRA,ELP1,IKBKAP,1,accepted,FALSE
CD8,VDR,ELP1,IKBKAP,1,accepted,FALSE
CD8,TSC22D1,SRPRA,SRPR,1,accepted,FALSE
CD8,MEF2C,JCHAIN,IGJ,1,accepted,FALSE
CD8,TADA2A,CFAP20,C16orf80,1,accepted,FALSE
CD8,TBP,CFAP20,C16orf80,1,accepted,FALSE
CD8,ATF1,H4C9,HIST1H4I,1,accepted,FALSE
CD8,E2F1,H4C9,HIST1H4I,1,accepted,FALSE
CD8,E2F1,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,E2F4,H2AC4,HIST1H2AB,1,accepted,FALSE
CD8,E2F4,H3C12,HIST1H3J,1,accepted,FALSE
CD8,E2F4,H4C9,HIST1H4I,1,accepted,FALSE
CD8,E2F4,H2AC17,HIST1H2AM,1,accepted,FALSE
CD8,E2F4,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,ESR1,ITPRID2,SSFA2,1,accepted,FALSE
CD8,ESR1,PRUNE1,PRUNE,1,accepted,FALSE
CD8,ESR1,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
CD8,ESR2,FYB1,FYB,1,accepted,FALSE
CD8,ESR2,NIPSNAP2,GBAS,1,accepted,FALSE
CD8,ESR2,P3H4,LEPREL4,1,accepted,FALSE
CD8,ESR2,PRUNE1,PRUNE,1,accepted,FALSE
CD8,ESR2,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
CD8,GABPA,TOMM70,TOMM70A,1,accepted,FALSE
CD8,GATA3,SEPTIN7,SEPT7,1,accepted,FALSE
CD8,GATA3,SPART,SPG20,1,accepted,FALSE
CD8,MYC,PHB1,PHB,1,accepted,FALSE
CD8,MYC,PTPA,PPP2R4,-1,accepted,FALSE
CD8,MYC,MTERF1,MTERF,1,accepted,FALSE
CD8,MYC,H2BC4,HIST1H2BC,1,accepted,FALSE
CD8,MYC,H4C9,HIST1H4I,1,accepted,FALSE
CD8,MYC,RIDA,HRSP12,1,accepted,FALSE
CD8,MYC,DMAC2L,ATP5S,1,accepted,FALSE
CD8,MYCN,MRE11,MRE11A,1,accepted,FALSE
CD8,MYCN,PHB1,PHB,1,accepted,FALSE
CD8,SP1,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,SP1,H4C9,HIST1H4I,1,accepted,FALSE
CD8,TP53,H3C12,HIST1H3J,1,accepted,FALSE
CD8,TP53,RACK1,GNB2L1,1,accepted,FALSE
CD8,TP53,ATOSB,FAM214B,1,accepted,FALSE
CD8,TP63,BMAL1,ARNTL,1,accepted,FALSE
CD8,TP63,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
CD8,NR1I2,PATJ,INADL,1,accepted,FALSE
CD8,NR1I2,PCLAF,KIAA0101,1,accepted,FALSE
CD8,NR1I2,PRXL2A,FAM213A,1,accepted,FALSE
CD8,NR1I2,DNAAF4,DYX1C1,1,accepted,FALSE
CD8,NR1I2,EEF2KMT,FAM86A,1,accepted,FALSE
CD8,AR,SEPTIN7,SEPT7,-1,accepted,FALSE
CD8,ATF3,KIFBP,KIAA1279,1,accepted,TRUE
CD8,EGR1,HYAL1,NAT6,1,accepted,FALSE
CD8,ERG,H4C9,HIST1H4I,1,accepted,FALSE
CD8,ETS1,EMSY,C11orf30,1,accepted,FALSE
CD8,ETV4,GBA1,GBA,1,accepted,FALSE
CD8,GLI1,H2AX,H2AFX,-1,accepted,FALSE
CD8,GLI2,H2AX,H2AFX,-1,accepted,FALSE
CD8,HDAC1,PHB1,PHB,-1,accepted,FALSE
CD8,HDAC4,PTPA,PPP2R4,1,accepted,FALSE
CD8,MECP2,DLX5,SHFM1,-1,accepted,FALSE
CD8,NFKB1,HYAL1,NAT6,1,accepted,TRUE
CD8,NR4A1,BABAM2,BRE,-1,accepted,FALSE
CD8,POU5F1,DLX5,SHFM1,-1,accepted,FALSE
CD8,PPARG,ERO1A,ERO1L,1,accepted,FALSE
CD8,PRDM2,KMT5A,SETD8,1,accepted,FALSE
CD8,RELA,HYAL1,NAT6,1,accepted,FALSE
CD8,SETBP1,PTPA,PPP2R4,-1,accepted,FALSE
CD8,SIM2,PRKN,PARK2,1,accepted,FALSE
CD8,SP1,GRK2,ADRBK1,1,accepted,FALSE
CD8,SP1,HYAL1,NAT6,-1,accepted,FALSE
CD8,TP53,ADGRB1,BAI1,1,accepted,FALSE
CD8,TP53,PTPA,PPP2R4,-1,accepted,FALSE
CD8,TP53,BLTP3A,UHRF1BP1,1,accepted,FALSE
CD8,TRIM25,RIGI,DDX58,1,accepted,FALSE
CD8,USF2,ATP5F1A,ATP5A1,1,accepted,FALSE
CD8,VDR,PHB1,PHB,1,accepted,FALSE
CD8,VHL,CENPX,STRA13,1,accepted,FALSE
CD8,WT1,ADGRE5,CD97,1,accepted,FALSE
CD8,ZIC1,TLCD3A,FAM57A,1,accepted,FALSE
CD8,RBPJ,ATP5PD,ATP5H,-1,accepted,FALSE
CD8,GLI1,LHFPL6,LHFP,1,accepted,FALSE
CD8,GLI1,SEPTIN7,SEPT7,1,accepted,FALSE
CD8,GLI1,SKIC8,WDR61,-1,accepted,FALSE
CD8,CREB1,CARS1,CARS,1,accepted,TRUE
CD8,CTNNB1,CRYBG1,AIM1,1,accepted,FALSE
CD8,CTNNB1,HYCC1,FAM126A,-1,accepted,FALSE
CD8,GLI2,DLX5,SHFM1,-1,accepted,FALSE
CD8,GLI2,SPART,SPG20,1,accepted,FALSE
CD8,FOXO1,NOCT,CCRN4L,1,accepted,FALSE
CD8,FOXO1,TCAF1,FAM115A,1,accepted,FALSE
CD8,FOXO1,RACK1,GNB2L1,1,accepted,FALSE
CD8,FOXO1,RARS1,RARS,1,accepted,FALSE
CD8,FOXO1,CAVIN2,SDPR,-1,accepted,FALSE
CD8,TP53,PIDD1,PIDD,1,accepted,FALSE
CD8,MYC,CRYBG1,AIM1,1,accepted,FALSE
CD8,MYC,GCN1,GCN1L1,-1,accepted,FALSE
CD8,HNF1A,MIA2,CTAGE5,1,accepted,FALSE
CD8,YY1,PTPA,PPP2R4,1,accepted,FALSE
CD8,E2F1,H2AC17,HIST1H2AM,1,accepted,FALSE
CD8,ETS1,PTPA,PPP2R4,1,accepted,FALSE
CD8,HBP1,H1-5,HIST1H1B,1,accepted,FALSE
CD8,RB1,H1-5,HIST1H1B,1,accepted,FALSE
CD8,RARB,PLAAT4,RARRES3,1,accepted,FALSE
CD8,DDIT3,ERO1A,ERO1L,1,accepted,FALSE
CD8,PGR,HYAL1,NAT6,-1,accepted,FALSE
CD8,GATA3,POLR1F,TWISTNB,1,accepted,FALSE
CD8,MTA3,POLR1F,TWISTNB,1,accepted,FALSE
CD8,PPARG,BMAL1,ARNTL,1,accepted,FALSE
CD8,ATF4,CARS1,CARS,1,accepted,FALSE
CD8,ATF4,LARS1,LARS,1,accepted,FALSE
CD8,ATF4,NARS1,NARS,1,accepted,FALSE
CD8,ATF4,IARS1,IARS,1,accepted,FALSE
CD8,PPARGC1A,BMAL1,ARNTL,1,accepted,FALSE
CD8,RORC,BMAL1,ARNTL,1,accepted,FALSE
CD8,RORB,BMAL1,ARNTL,1,accepted,FALSE
CD8,TBX22,DLX5,SHFM1,-1,accepted,FALSE
CD8,NR1D2,BMAL1,ARNTL,-1,accepted,FALSE
CD8,CUX1,H3C13,HIST2H3D,-1,accepted,FALSE
CD8,DLX1,DLX5,SHFM1,-1,accepted,FALSE
CD8,DLX2,DLX5,SHFM1,1,accepted,FALSE
CD8,E2F1,H2AC4,HIST1H2AB,1,accepted,FALSE
CD8,ELF4,DLX5,SHFM1,-1,accepted,FALSE
CD8,EPAS1,BMAL1,ARNTL,1,accepted,TRUE
CD8,HBP1,H1-0,H1F0,1,accepted,FALSE
CD8,IRF1,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,LHX2,PLAAT4,RARRES3,1,accepted,FALSE
CD8,MEF2A,MYL11,MYLPF,1,accepted,FALSE
CD8,MEF2C,DLX5,SHFM1,1,accepted,FALSE
CD8,MEF2C,ADSS1,ADSSL1,1,accepted,FALSE
CD8,MITF,SLC45A2,AIM1,1,accepted,FALSE
CD8,MSX2,DLX5,SHFM1,-1,accepted,FALSE
CD8,NFATC4,ADSS1,ADSSL1,1,accepted,FALSE
CD8,PAX2,PLAAT4,RARRES3,1,accepted,FALSE
CD8,PPARD,GPAT4,AGPAT6,1,accepted,FALSE
CD8,PPARG,KMT5A,SETD8,1,accepted,FALSE
CD8,PPARG,NOCT,CCRN4L,1,accepted,FALSE
CD8,PPARG,GPAT4,AGPAT6,1,accepted,FALSE
CD8,SP1,H3-3A,H3F3A,1,accepted,FALSE
CD8,TP73,PLPP1,PPAP2A,1,accepted,FALSE
CD8,WT1,CNOT9,RQCD1,1,accepted,FALSE
CD8,YY1,ATP5F1A,ATP5A1,1,accepted,FALSE
CD8,CREB1,PTPA,PPP2R4,1,accepted,TRUE
CD8,SP1,PTPA,PPP2R4,1,accepted,FALSE
CD8,SP3,PTPA,PPP2R4,1,accepted,FALSE
CD8,TFAP2A,PTPA,PPP2R4,1,accepted,FALSE
CD8,PPARA,PLPP1,PPAP2A,1,accepted,FALSE
CD8,CREB1,STING1,TMEM173,1,accepted,TRUE
CD8,CUX1,H4C9,HIST1H4I,-1,accepted,FALSE
CD8,MYC,STING1,TMEM173,1,accepted,FALSE
CD8,ASCL1,DLX5,SHFM1,1,accepted,FALSE
CD8,SP1,NECTIN2,PVRL2,1,accepted,FALSE
CD8,EGR4,DLX5,SHFM1,1,accepted,FALSE
CD8,SP3,NECTIN2,PVRL2,1,accepted,FALSE
CD8,AR,SUSD6,KIAA0247,1,accepted,FALSE
CD8,TP53,ADGRB2,BAI2,1,accepted,FALSE
CD8,CTCF,NCBP3,C17orf85,1,accepted,FALSE
CD8,CTCF,PTPA,PPP2R4,1,accepted,FALSE
CD8,YY1,HACD2,PTPLB,1,accepted,FALSE
CD8,YY1,NARS1,NARS,1,accepted,FALSE
CD8,E2F4,CFAP20,C16orf80,1,accepted,FALSE
CD8,NFKB,HACD3,PTPLAD1,1,accepted,FALSE
CD8,NFKB,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,AP1,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,AP1,KIFBP,KIAA1279,1,accepted,FALSE
CD8,AP1,OGA,MGEA5,1,accepted,FALSE
CD8,NFKB,KIFBP,KIAA1279,1,accepted,FALSE
CD8,NFKB,ECRG4,C2orf40,1,accepted,FALSE
CD8,NFKB,CERT1,COL4A3BP,1,accepted,FALSE
CD8,NFKB,SELENOS,VIMP,1,accepted,FALSE
CD8,NFKB,KMT5C,SUV420H2,1,accepted,FALSE
CD8,AP1,ELP1,IKBKAP,1,accepted,FALSE
CD8,NFKB,OGA,MGEA5,1,accepted,FALSE
CD8,NFKB,PRKN,PARK2,1,accepted,FALSE
CD8,AP1,BABAM2,BRE,1,accepted,FALSE
Treg,TFAP2A,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HSF2,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR5A1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHR,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA1,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR0B1,NR5A1,SF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFIC,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,IRF1,SLPI,MPI,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SREBF1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TFAP2A,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR2F1,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA4,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR5A1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SRY,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,WT1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZNF354C,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PDX1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5B,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HSF1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TTF1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFIA,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR5A1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR0B1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SOX9,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF1,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MTF1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ENO1,MBL2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,MBL2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR0B2,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP3,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXM1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD3,SELENOP,SELP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,MMP28,MMP25,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP3,MMP28,MMP25,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX2-1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,WT1,PODXL,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1B,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PDX1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFIC,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SSRP1,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1I2,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF5,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP3,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF13,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF16,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF9,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NCOR2,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ONECUT1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MTA2,SELENOP,SELP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ARNT,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NEUROD1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MBD2,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SOX8,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,YY1,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR5A2,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF4,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,OCM2,OCM,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR2,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXD1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXG1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,IRF2,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MAZ,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,GCK,GK,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HNF4A,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SSRP1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NCOA3,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NRF1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR0B2,GCK,GK,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX6,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,LEF1,CD1D,CD1A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TCF7,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,PODXL,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD4,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI2,FOXE1,TTF2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR3C1,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TFCP2,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZGLP1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,IAPP,DAP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ATF3,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TAL1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CDX1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
